date,tt,rh,pp,ws,wd,sr,rr,is_anomaly
2024-12-04 13:40:00+00,25.47,90.4,992.9,0.225,258.6,0.0,0.0,0
2024-12-04 13:50:00+00,25.34,91.7,992.875,1.012,315.8,0.0,0.0,0
2024-12-04 14:00:00+00,25.35,91.2,992.71,0.627,287.1,0.0,0.0,0
2024-12-04 14:10:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-04 14:20:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-04 14:30:00+00,25.36,90.2,992.5199,0.829,271.6,0.0,0.2,0
2024-12-04 14:40:00+00,25.41,89.8,992.465,0.772,303.3,0.0,0.0,0
2024-12-04 14:50:00+00,25.44,89.1,992.365,0.733,284.0,0.0,0.0,0
2024-12-04 15:00:00+00,25.44,88.7,992.23,0.789,308.7,0.0,0.0,0
2024-12-04 15:10:00+00,25.49,88.0,992.1249,0.612,274.3,0.0,0.0,0
2024-12-04 15:20:00+00,25.46,87.9,992.0949,0.75,311.8,0.0,0.0,0
2024-12-04 15:30:00+00,25.43,87.8,992.0,0.774,291.2,0.0,0.0,0
2024-12-04 15:40:00+00,25.47,87.4,992.0,0.732,306.7,0.0,0.0,0
2024-12-04 15:50:00+00,25.4,87.6,991.98,0.521,304.9,0.0,0.0,0
2024-12-04 16:00:00+00,25.43,86.9,991.9,0.636,279.1,0.0,0.0,0
2024-12-04 16:10:00+00,25.39,87.4,991.9,0.585,296.6,0.0,0.0,0
2024-12-04 16:20:00+00,25.45,86.7,991.9,0.693,303.4,0.0,0.0,0
2024-12-04 16:30:00+00,25.55,86.3,991.855,0.86,299.8,0.0,7.264036120285886,1
2024-12-04 16:40:00+00,25.53,86.7,991.7999,0.705,308.0,0.0,0.0,0
2024-12-04 16:50:00+00,25.44,87.2,991.755,0.88,290.4,0.0,0.0,0
2024-12-04 17:00:00+00,25.34,88.1,991.635,0.7,277.5,0.0,0.0,0
2024-12-04 17:10:00+00,25.25,88.5,991.495,0.784,303.3,0.0,0.0,0
2024-12-04 17:20:00+00,25.3,88.2,991.35,0.582,296.4,0.0,0.0,0
2024-12-04 17:30:00+00,25.24,88.5,991.2199,0.439,270.5,0.0,0.0,0
2024-12-04 17:40:00+00,25.26,87.8,991.1699,0.508,255.6,0.0,0.0,0
2024-12-04 17:50:00+00,25.31,87.4,991.0499,0.467,254.5,0.0,0.0,0
2024-12-04 18:00:00+00,25.34,86.8,990.9201,0.227,298.8,0.0,0.0,0
2024-12-04 18:10:00+00,25.2,88.2,990.9,0.0,246.2,0.0,0.0,0
2024-12-04 18:20:00+00,25.03,88.6,990.855,0.289,287.0,0.0,0.0,0
2024-12-04 18:30:00+00,25.07,88.3,990.855,0.359,301.5,0.0,0.0,0
2024-12-04 18:40:00+00,25.05,88.0,990.9,0.209,244.9,0.0,0.0,0
2024-12-04 18:50:00+00,25.1,87.5,990.855,0.447,305.8,0.0,0.0,0
2024-12-04 19:00:00+00,25.09,87.4,990.78,0.386,282.6,0.0,0.0,0
2024-12-04 19:10:00+00,25.25,86.2,990.6399,0.603,301.6,0.0,0.0,0
2024-12-04 19:20:00+00,25.28,86.2,990.5099,0.62,222.6,0.0,0.0,0
2024-12-04 19:30:00+00,25.17,86.6,990.5,0.207,308.3,0.0,0.0,0
2024-12-04 19:40:00+00,25.07,87.3,990.465,0.17,266.5,0.0,0.0,0
2024-12-04 19:50:00+00,24.97,87.9,990.535,0.121,270.7,0.0,0.0,0
2024-12-04 20:00:00+00,24.92,88.5,990.5999,0.0,291.1,0.0,0.0,0
2024-12-04 20:10:00+00,24.83,88.7,990.5999,0.402,307.0,0.0,0.0,0
2024-12-04 20:20:00+00,24.86,88.5,990.565,0.09,232.0,0.0,0.0,0
2024-12-04 20:30:00+00,24.62,90.6,990.5,0.07,252.0,0.0,0.0,0
2024-12-04 20:40:00+00,24.41,91.9,990.6399,0.0,312.3,0.0,0.0,0
2024-12-04 20:50:00+00,24.32,92.2,990.635,0.053,320.2,0.0,0.0,0
2024-12-04 21:00:00+00,24.24,92.9,990.5999,0.0,118.5,0.0,0.0,0
2024-12-04 21:10:00+00,24.29,91.8,990.5999,0.069,203.4,0.0,0.0,0
2024-12-04 21:20:00+00,24.27,92.2,990.7498,0.0,159.3,0.0,0.0,0
2024-12-04 21:30:00+00,24.23,92.5,990.86,0.166,275.8,0.0,0.0,0
2024-12-04 21:40:00+00,24.27,91.9,1032.4185229090044,0.543,293.8,0.0,0.0,1
2024-12-04 21:50:00+00,24.28,91.2,928.9721575795332,0.017,286.0,0.0,0.0,1
2024-12-04 22:00:00+00,24.23,92.6,991.36,0.28,221.3,0.0,0.0,0
2024-12-04 22:10:00+00,24.08,94.2,991.425,0.0,89.5,0.0,0.0,0
2024-12-04 22:20:00+00,23.97,94.4,991.5499,0.0,91.8,2.297,0.0,0
2024-12-04 22:30:00+00,23.99,94.2,991.825,0.0,85.4,11.44,0.0,0
2024-12-04 22:40:00+00,24.03,94.3,992.0099,0.023,104.1,23.49,0.0,0
2024-12-04 22:50:00+00,24.24,94.0,992.1199,0.08,212.8,34.61,0.0,0
2024-12-04 23:00:00+00,24.57,92.8,992.265,0.0,196.2,51.32,0.0,0
2024-12-04 23:10:00+00,24.91,89.9,992.2,0.337,35.96,66.77,0.0,0
2024-12-04 23:20:00+00,25.53,85.7,992.2,0.267,47.75,88.5,0.0,0
2024-12-04 23:30:00+00,26.03,83.4,992.2,0.092,87.5,96.9,0.0,0
2024-12-04 23:40:00+00,26.62,80.7,992.13,0.079,162.5,108.0,0.0,0
2024-12-04 23:50:00+00,27.09,78.72,992.0249,0.264,148.7,175.2,0.0,0
2024-12-05 00:00:00+00,27.82,76.84,992.1449,0.549,256.0,284.0,0.0,0
2024-12-05 00:10:00+00,28.8,73.25,992.13,0.288,261.1,319.4,0.0,0
2024-12-05 00:20:00+00,29.06,70.86,992.0399,0.404,166.4,322.6,0.0,0
2024-12-05 00:30:00+00,28.77,71.44,992.11,0.939,288.7,337.9,0.0,0
2024-12-05 00:40:00+00,28.9,70.7,992.295,0.953,272.2,397.8,0.0,0
2024-12-05 00:50:00+00,29.24,69.92,992.405,0.56,204.4,408.3,0.0,0
2024-12-05 01:00:00+00,29.38,68.98,992.5,0.76,232.8,466.5,0.0,0
2024-12-05 01:10:00+00,29.45,68.38,992.5,0.458,195.8,487.9,0.0,0
2024-12-05 01:20:00+00,30.15,66.99,992.5,0.698,254.3,520.1,0.0,0
2024-12-05 01:30:00+00,29.98,66.44,992.465,0.646,246.9,600.3,0.0,0
2024-12-05 01:40:00+00,30.05,67.14,992.395,1.224,171.1,671.1,0.0,0
2024-12-05 01:50:00+00,30.46,66.02,992.3099,1.241,144.3,467.4,0.0,0
2024-12-05 02:00:00+00,29.66,68.14,992.2999,0.419,128.0,395.4,0.0,0
2024-12-05 02:10:00+00,30.44,65.71,992.235,0.694,207.6,611.0,0.0,0
2024-12-05 02:20:00+00,31.33,62.67,992.115,0.82,181.2,825.0,0.0,0
2024-12-05 02:30:00+00,30.94,62.73,991.95,0.699,115.5,831.0,0.0,0
2024-12-05 02:40:00+00,31.6,61.99,991.7999,0.958,243.4,508.6,0.0,0
2024-12-05 02:50:00+00,31.01,62.83,991.5799,1.165,231.4,561.2,0.0,0
2024-12-05 03:00:00+00,31.07,63.02,991.38,0.343,244.4,478.5,0.0,0
2024-12-05 03:10:00+00,31.91,60.63,991.1699,0.797,272.1,721.0,0.0,0
2024-12-05 03:20:00+00,32.07,58.89,990.905,0.75,218.3,850.0,0.0,0
2024-12-05 03:30:00+00,32.18,58.23,990.675,1.224,178.9,943.0,0.0,0
2024-12-05 03:40:00+00,32.47,58.16,990.495,1.37,183.0,973.0,0.0,0
2024-12-05 03:50:00+00,32.61,59.15,990.305,0.905,171.7,884.0,0.0,0
2024-12-05 04:00:00+00,32.8,60.09,990.2,1.111,189.5,774.0,0.0,0
2024-12-05 04:10:00+00,32.88,59.72,990.2,1.09,218.0,833.0,0.0,0
2024-12-05 04:20:00+00,32.44,60.58,990.2,1.113,174.6,309.0,0.0,0
2024-12-05 04:30:00+00,31.71,63.47,990.2,0.511,199.6,205.0,0.0,0
2024-12-05 04:40:00+00,31.47,65.61,990.1899,0.593,162.1,145.4,0.0,0
2024-12-05 04:50:00+00,31.17,65.48,990.1049,0.763,174.1,157.0,0.0,0
2024-12-05 05:00:00+00,31.2,66.65,989.95,0.674,161.0,194.6,0.0,0
2024-12-05 05:10:00+00,31.23,67.23,989.6249,0.932,184.2,242.1,0.0,0
2024-12-05 05:20:00+00,31.48,66.27,989.405,0.866,214.6,339.3,0.0,0
2024-12-05 05:30:00+00,31.73,65.03,989.25,1.103,176.9,401.5,0.0,0
2024-12-05 05:40:00+00,31.92,63.82,989.2899,1.031,241.2,341.3,0.0,0
2024-12-05 05:50:00+00,32.34,62.12,989.11,0.979,241.6,627.8,0.0,0
2024-12-05 06:00:00+00,32.94,60.71,988.84,1.599,189.9,897.0,0.0,0
2024-12-05 06:10:00+00,33.27,61.12,988.6049,1.312,165.7,787.2,0.0,0
2024-12-05 06:20:00+00,32.82,63.28,988.5999,1.48,196.8,323.0,0.0,0
2024-12-05 06:30:00+00,31.79,67.2,988.5999,2.018,186.3,181.0,0.0,0
2024-12-05 06:40:00+00,31.02,69.68,988.5799,1.781,195.8,140.0,0.0,0
2024-12-05 06:50:00+00,30.69,72.13,988.5199,1.589,196.1,173.2,0.0,0
2024-12-05 07:00:00+00,30.63,72.03,988.2599,1.943,195.6,159.0,0.0,0
2024-12-05 07:10:00+00,30.41,72.37,988.1899,1.971,198.0,148.3,0.0,0
2024-12-05 07:20:00+00,30.22,73.15,988.3199,1.783,177.8,106.9,0.0,0
2024-12-05 07:30:00+00,29.89,74.0,988.5699,1.521,185.1,48.47,0.0,0
2024-12-05 07:40:00+00,29.67,71.74,988.5,1.729,302.1,12.07,0.0,0
2024-12-05 07:50:00+00,28.93,66.15,988.725,1.708,243.2,3.462,0.0,0
2024-12-05 08:00:00+00,27.93,72.08,989.18,1.876,307.0,8.09,0.0,0
2024-12-05 08:10:00+00,26.77,79.43,989.46,1.067,207.9,1.524,0.0,0
2024-12-05 08:20:00+00,26.2,84.0,989.66,1.359,152.7,0.025,3.6,0
2024-12-05 08:30:00+00,24.68,93.9,989.7999,1.599,119.6,2.863,3.0,0
2024-12-05 08:40:00+00,24.4,96.0,989.985,0.869,110.7,2.87,1.4,0
2024-12-05 08:50:00+00,24.33,96.8,989.855,0.265,122.8,3.071,4.2,0
2024-12-05 09:00:00+00,24.29,97.1,989.9699,0.4,155.2,3.128,4.4,0
2024-12-05 09:10:00+00,24.24,97.3,989.985,0.281,215.3,3.151,4.0,0
2024-12-05 09:20:00+00,24.29,97.5,990.18,0.131,141.7,3.6,2.6,0
2024-12-05 09:30:00+00,24.27,97.6,990.255,0.469,126.6,3.664,1.4,0
2024-12-05 09:40:00+00,24.16,97.5,990.4,0.362,97.8,3.22,0.8,0
2024-12-05 09:50:00+00,24.2,97.5,990.4,0.394,175.3,2.88,0.4,0
2024-12-05 10:00:00+00,24.2,97.5,990.28,0.241,132.2,2.864,0.0,0
2024-12-05 10:10:00+00,24.17,97.4,990.205,0.139,165.3,2.794,0.2,0
2024-12-05 10:20:00+00,24.17,97.4,990.365,0.0,193.0,2.634,0.0,0
2024-12-05 10:30:00+00,24.34,97.5,990.5399,0.138,109.6,1.977,0.2,0
2024-12-05 10:40:00+00,24.43,97.6,990.66,0.044,155.1,0.489,0.0,0
2024-12-05 10:50:00+00,24.36,97.5,990.78,0.026,139.9,0.0,0.0,0
2024-12-05 11:00:00+00,24.37,97.5,990.9149,0.0,119.9,0.0,0.2,0
2024-12-05 11:10:00+00,24.46,97.6,991.1249,0.0,160.0,0.0,0.0,0
2024-12-05 11:20:00+00,24.46,97.4,991.2,0.963,241.5,0.0,0.0,0
2024-12-05 11:30:00+00,24.46,96.7,991.2199,0.837,295.4,0.0,0.0,0
2024-12-05 11:40:00+00,24.46,97.0,991.3199,0.127,227.7,0.0,0.0,0
2024-12-05 11:50:00+00,24.55,96.9,991.4,0.364,204.3,0.0,0.0,0
2024-12-05 12:00:00+00,24.53,97.0,991.4,0.12,96.0,0.0,0.0,0
2024-12-05 12:10:00+00,24.45,97.2,991.34,0.349,60.79,0.0,0.0,0
2024-12-05 12:20:00+00,24.46,97.0,991.4399,0.113,89.6,0.0,0.0,0
2024-12-05 12:30:00+00,24.59,97.2,991.6699,0.368,141.0,0.0,0.0,0
2024-12-05 12:40:00+00,24.63,97.4,991.805,0.48,188.9,0.0,0.0,0
2024-12-05 12:50:00+00,24.64,97.5,991.9399,0.218,137.6,0.0,0.0,0
2024-12-05 13:00:00+00,24.63,97.5,992.0099,0.067,119.9,0.0,0.0,0
2024-12-05 13:10:00+00,24.64,97.5,992.13,0.0,98.5,0.0,0.0,0
2024-12-05 13:20:00+00,24.74,97.6,992.2899,0.283,999.0,0.0,0.0,1
2024-12-05 13:30:00+00,24.74,97.4,992.4,0.165,0.0,0.0,0.0,1
2024-12-05 13:40:00+00,24.78,97.4,992.5,0.446,40.47,0.0,0.0,0
2024-12-05 13:50:00+00,24.79,97.1,992.5999,0.411,117.6,0.0,0.0,0
2024-12-05 14:00:00+00,24.84,96.7,992.5999,0.553,164.4,0.017,0.0,0
2024-12-05 14:10:00+00,24.92,97.0,992.5699,0.099,169.0,0.0,0.0,0
2024-12-05 14:20:00+00,24.91,97.3,992.4,0.21,236.5,0.0,0.0,0
2024-12-05 14:30:00+00,24.83,97.0,992.435,0.222,302.7,0.0,0.0,0
2024-12-05 14:40:00+00,24.78,96.9,992.475,0.443,288.7,0.0,0.0,0
2024-12-05 14:50:00+00,24.76,96.6,992.3249,0.098,240.0,0.0,0.0,0
2024-12-05 15:00:00+00,24.73,97.1,992.255,0.0,111.4,0.0,0.0,0
2024-12-05 15:10:00+00,24.65,97.4,992.115,0.024,109.2,0.0,0.0,0
2024-12-05 15:20:00+00,24.59,97.5,992.0999,0.027,87.8,0.0,0.0,0
2024-12-05 15:30:00+00,24.57,97.6,992.0999,0.0,170.8,0.0,0.0,0
2024-12-05 15:40:00+00,24.59,97.6,992.0599,0.021,231.2,0.0,0.0,0
2024-12-05 15:50:00+00,24.58,97.6,991.995,0.228,184.8,0.0,0.0,0
2024-12-05 16:00:00+00,24.54,97.6,991.945,0.0,217.1,0.0,0.0,0
2024-12-05 16:10:00+00,24.5,97.6,991.86,0.136,314.2,0.0,0.0,0
2024-12-05 16:20:00+00,24.44,96.8,991.71,0.291,281.7,0.0,0.0,0
2024-12-05 16:30:00+00,24.45,97.0,991.7599,0.104,231.9,0.0,0.0,0
2024-12-05 16:40:00+00,24.32,96.7,991.865,0.585,291.9,0.0,0.0,0
2024-12-05 16:50:00+00,24.3,96.5,991.835,0.416,291.3,0.0,0.0,0
2024-12-05 17:00:00+00,24.31,96.5,991.7,0.499,286.7,0.0,0.0,0
2024-12-05 17:10:00+00,24.37,95.7,991.7,0.568,298.4,0.0,0.0,0
2024-12-05 17:20:00+00,24.44,95.0,991.555,0.435,288.9,0.0,0.0,0
2024-12-05 17:30:00+00,24.4,95.2,991.3,0.371,305.5,0.0,0.0,0
2024-12-05 17:40:00+00,24.3,96.0,991.175,0.027,201.9,0.0,0.0,0
2024-12-05 17:50:00+00,24.26,96.8,991.0949,0.088,164.2,0.0,0.0,0
2024-12-05 18:00:00+00,24.24,97.0,990.9399,0.04,135.7,0.0,0.0,0
2024-12-05 18:10:00+00,24.21,97.2,990.9,0.0,78.43,0.0,0.0,0
2024-12-05 18:20:00+00,24.21,97.4,990.91,0.0,355.3,0.0,0.0,0
2024-12-05 18:30:00+00,24.22,97.4,990.965,0.0,167.5,0.0,0.0,0
2024-12-05 18:40:00+00,24.23,97.4,990.825,0.432,182.3,0.0,0.0,0
2024-12-05 18:50:00+00,24.27,97.5,990.6499,0.414,188.8,0.0,0.0,0
2024-12-05 19:00:00+00,24.31,97.5,990.45,0.174,168.7,0.0,0.0,0
2024-12-05 19:10:00+00,24.29,97.5,990.28,0.285,104.9,0.0,0.0,0
2024-12-05 19:20:00+00,24.26,97.6,990.2,0.359,150.7,0.0,0.0,0
2024-12-05 19:30:00+00,24.29,97.4,990.045,0.384,132.0,0.0,0.0,0
2024-12-05 19:40:00+00,24.26,97.4,989.925,0.241,53.96,0.0,0.0,0
2024-12-05 19:50:00+00,24.2,97.4,989.9,0.0,80.8,0.0,0.0,0
2024-12-05 20:00:00+00,24.16,97.5,989.995,0.289,179.4,0.0,0.0,0
2024-12-05 20:10:00+00,24.15,97.5,989.995,0.047,74.4,0.0,0.0,0
2024-12-05 20:20:00+00,24.11,97.6,989.9,0.144,143.9,0.0,0.0,0
2024-12-05 20:30:00+00,24.07,97.6,989.905,0.768,193.8,0.0,0.0,0
2024-12-05 20:40:00+00,24.09,97.6,989.96,0.0,222.2,0.0,0.0,0
2024-12-05 20:50:00+00,24.01,97.7,989.86,0.024,49.74,0.0,0.0,0
2024-12-05 21:00:00+00,24.0,97.7,989.7999,0.033,35.09,0.0,0.0,0
2024-12-05 21:10:00+00,24.0,97.8,989.7999,0.0,151.9,0.0,0.0,0
2024-12-05 21:20:00+00,24.0,97.7,989.7999,0.0,47.29,0.0,0.0,0
2024-12-05 21:30:00+00,24.0,97.7,989.85,0.0,25.14,0.0,0.0,0
2024-12-05 21:40:00+00,23.99,97.7,989.9149,0.0,139.7,0.0,0.0,0
2024-12-05 21:50:00+00,23.97,97.7,990.0,0.0,111.3,0.0,0.0,0
2024-12-05 22:00:00+00,23.96,97.7,990.065,0.0,0.0,503.67882064665184,0.0,1
2024-12-05 22:10:00+00,23.92,97.8,990.135,0.171,0.0,889.4655347021269,0.0,1
2024-12-05 22:20:00+00,23.84,97.7,990.3199,0.06,333.4,1.732,0.0,0
2024-12-05 22:30:00+00,23.84,97.7,990.535,0.042,235.4,10.53,0.0,0
2024-12-05 22:40:00+00,23.9,97.6,990.6899,0.121,254.0,22.89,0.0,0
2024-12-05 22:50:00+00,23.99,97.6,990.7999,0.031,239.2,37.13,0.0,0
2024-12-05 23:00:00+00,24.1,97.6,990.905,0.109,282.7,51.45,0.0,0
2024-12-05 23:10:00+00,24.21,97.5,991.1699,0.023,145.9,65.71,0.0,0
2024-12-05 23:20:00+00,24.33,97.2,991.38,0.0,32.35,80.6,0.0,0
2024-12-05 23:30:00+00,24.48,96.5,991.5699,0.283,43.36,95.7,0.0,0
2024-12-05 23:40:00+00,24.59,95.8,991.7498,0.191,56.44,111.0,0.0,0
2024-12-05 23:50:00+00,24.84,94.9,991.865,0.0,75.45,128.8,0.0,0
2024-12-06 00:00:00+00,25.1,93.1,992.0,0.365,52.31,146.7,0.0,0
2024-12-06 00:10:00+00,25.4,90.6,992.0,0.477,63.47,174.9,0.0,0
2024-12-06 00:20:00+00,25.88,89.4,992.0749,0.132,173.7,236.4,0.0,0
2024-12-06 00:30:00+00,26.46,85.7,992.0999,0.39,120.3,351.6,0.0,0
2024-12-06 00:40:00+00,27.54,82.4,992.155,0.215,137.7,485.1,0.0,0
2024-12-06 00:50:00+00,27.7,78.51,992.2999,0.532,95.4,494.3,0.0,0
2024-12-06 01:00:00+00,28.1,77.02,992.4,0.412,164.7,489.7,0.0,0
2024-12-06 01:10:00+00,28.62,74.74,992.435,0.177,211.3,499.0,0.0,0
2024-12-06 01:20:00+00,28.78,74.51,992.445,0.535,109.7,523.9,0.0,0
2024-12-06 01:30:00+00,29.51,73.06,992.46,0.292,106.0,556.8,0.0,0
2024-12-06 01:40:00+00,29.5,71.88,992.35,0.614,84.2,520.4,0.0,0
2024-12-06 01:50:00+00,29.76,70.81,992.2999,0.381,108.3,487.0,0.0,0
2024-12-06 02:00:00+00,29.74,70.91,992.375,0.651,180.5,548.3,0.0,0
2024-12-06 02:10:00+00,30.14,69.62,992.3,0.501,164.1,715.1,0.0,0
2024-12-06 02:20:00+00,30.47,68.15,992.13,0.287,126.1,744.8,0.0,0
2024-12-06 02:30:00+00,31.05,67.0,991.995,0.549,175.5,617.9,0.0,0
2024-12-06 02:40:00+00,30.79,67.64,991.9,0.987,236.4,483.8,0.0,0
2024-12-06 02:50:00+00,31.11,66.36,991.75,0.571,159.2,724.9,0.0,0
2024-12-06 03:00:00+00,31.1,65.54,991.675,1.008,265.6,442.7,0.0,0
2024-12-06 03:10:00+00,31.04,65.54,991.5799,0.323,211.3,486.6,0.0,0
2024-12-06 03:20:00+00,31.75,64.63,991.375,0.737,182.7,615.5,0.0,0
2024-12-06 03:30:00+00,31.24,66.52,991.245,0.524,178.4,345.1,0.0,0
2024-12-06 03:40:00+00,31.06,66.26,991.2,0.713,156.1,477.8,0.0,0
2024-12-06 03:50:00+00,31.75,63.53,991.185,0.765,184.4,623.5,0.0,0
2024-12-06 04:00:00+00,31.61,62.4,991.195,0.67,190.1,599.9,0.0,0
2024-12-06 04:10:00+00,31.59,62.11,991.0999,0.822,241.3,412.9,0.0,0
2024-12-06 04:20:00+00,31.43,64.34,991.035,1.045,212.3,390.3,0.0,0
2024-12-06 04:30:00+00,31.56,64.64,991.0,0.653,218.1,397.4,0.0,0
2024-12-06 04:40:00+00,31.64,64.35,990.945,1.045,224.1,572.3,0.0,0
2024-12-06 04:50:00+00,32.54,62.79,990.865,1.042,255.5,645.4,0.0,0
2024-12-06 05:00:00+00,32.62,60.16,990.685,1.169,223.0,736.2,0.0,0
2024-12-06 05:10:00+00,32.37,62.91,990.465,1.104,229.8,589.4,0.0,0
2024-12-06 05:20:00+00,32.56,61.58,990.285,1.061,208.5,643.6,0.0,0
2024-12-06 05:30:00+00,31.94,64.74,990.0699,0.896,205.0,308.8,0.0,0
2024-12-06 05:40:00+00,31.72,67.47,989.9149,1.166,189.5,380.9,0.0,0
2024-12-06 05:50:00+00,31.27,67.46,989.955,1.247,198.6,349.4,0.0,0
2024-12-06 06:00:00+00,30.99,68.94,990.0,1.727,191.7,291.5,0.0,0
2024-12-06 06:10:00+00,30.61,69.22,989.88,1.512,186.3,240.5,0.0,0
2024-12-06 06:20:00+00,30.47,70.13,989.705,1.186,173.9,247.8,0.0,0
2024-12-06 06:30:00+00,30.43,70.21,989.515,1.485,188.0,248.5,0.0,0
2024-12-06 06:40:00+00,35.52055851070938,69.58,989.36,6.108452181693125,175.0,229.5,0.0,1
2024-12-06 06:50:00+00,30.09,69.26,989.425,1.565,176.5,168.7,0.0,0
2024-12-06 07:00:00+00,29.59,71.43,989.585,1.133,172.5,57.01,0.0,0
2024-12-06 07:10:00+00,29.07,72.85,989.755,1.921,177.4,20.82,0.0,0
2024-12-06 07:20:00+00,28.73,74.93,989.935,1.542,183.8,10.68,0.0,0
2024-12-06 07:30:00+00,28.27,78.46,989.965,1.555,189.6,0.517,0.0,0
2024-12-06 07:40:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-06 07:50:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-06 08:00:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-06 08:10:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-06 08:20:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-06 08:30:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
2024-12-06 08:40:00+00,25.83,86.6,992.5699,0.585,196.4,2.2345,0.0,0
