date,tt,rh,pp,ws,wd,sr,rr,is_anomaly
2024-12-04 12:30:00+00,23.58,100.0,947.305,0.787,117.6,0.0,0.0,0
2024-12-04 12:40:00+00,23.64,99.6,947.4201,0.368,161.9,0.0,0.0,0
2024-12-04 12:50:00+00,23.54,100.0,947.5,0.347,192.5,0.0,0.0,0
2024-12-04 13:00:00+00,23.53,100.0,947.555,0.514,100.6,0.0,0.0,0
2024-12-04 13:10:00+00,23.49,99.6,947.61,0.543,162.1,0.0,0.0,0
2024-12-04 13:20:00+00,23.63,98.6,947.7,0.522,235.0,0.0,0.0,0
2024-12-04 13:30:00+00,23.56,98.5,947.7,0.283,247.4,0.0,0.0,0
2024-12-04 13:40:00+00,23.6,97.2,947.7,0.3,242.1,0.589,0.0,0
2024-12-04 13:50:00+00,23.63,96.3,947.6649,0.974,263.3,0.617,0.0,0
2024-12-04 14:00:00+00,23.69,94.9,947.5999,0.874,259.8,0.654,0.0,0
2024-12-04 14:10:00+00,24.46,94.2,947.635,0.7755000000000001,243.7,3.402,0.0,0
2024-12-04 14:20:00+00,24.46,94.2,947.635,0.7755000000000001,243.7,3.402,0.0,0
2024-12-04 14:30:00+00,23.46,98.1,947.5,0.596,236.0,0.0,0.6,0
2024-12-04 14:40:00+00,23.5,97.4,947.5,0.767,304.7,0.379,0.0,0
2024-12-04 14:50:00+00,23.5,97.4,947.5749,0.449,217.1,0.269,0.0,0
2024-12-04 15:00:00+00,23.47,97.2,947.5999,0.243,259.4,0.0,0.0,0
2024-12-04 15:10:00+00,23.62,95.6,947.5999,0.803,272.3,0.358,0.0,0
2024-12-04 15:20:00+00,23.67,95.7,947.695,1.04,247.3,0.0,0.0,0
2024-12-04 15:30:00+00,23.45,98.1,947.5999,0.514,261.4,0.0,0.0,0
2024-12-04 15:40:00+00,23.23,99.8,947.5949,0.204,277.5,0.0,0.0,0
2024-12-04 15:50:00+00,23.01,100.0,947.5,0.224,298.6,0.0,0.0,0
2024-12-04 16:00:00+00,22.83,100.0,947.5,0.296,295.1,700.6065178748798,0.0,1
2024-12-04 16:10:00+00,22.78,100.0,947.5,0.505,283.5,0.0,0.0,0
2024-12-04 16:20:00+00,22.99,100.0,947.405,0.411,259.2,0.0,0.0,0
2024-12-04 16:30:00+00,22.98,100.0,947.2749,0.175,263.8,0.0,0.0,0
2024-12-04 16:40:00+00,22.9,100.0,947.175,0.267,223.5,0.0,0.0,0
2024-12-04 16:50:00+00,22.81,100.0,947.0949,0.113,228.1,0.0,0.0,0
2024-12-04 17:00:00+00,22.73,100.0,946.98,0.401,224.4,0.0,0.0,0
2024-12-04 17:10:00+00,22.72,100.0,946.835,0.702,266.6,0.0,0.0,0
2024-12-04 17:20:00+00,22.71,100.0,946.7899,0.529,274.6,0.0,0.0,0
2024-12-04 17:30:00+00,22.71,100.0,946.6449,0.838,145.7,0.0,0.0,0
2024-12-04 17:40:00+00,22.76,100.0,946.425,1.009,144.5,0.0,0.0,0
2024-12-04 17:50:00+00,22.88,100.0,946.2199,0.604,255.9,0.0,0.0,0
2024-12-04 18:00:00+00,22.8,100.0,945.965,0.824,176.1,0.0,0.0,0
2024-12-04 18:10:00+00,22.77,100.0,945.73,0.482,162.9,0.0,0.0,0
2024-12-04 18:20:00+00,22.73,100.0,945.515,0.321,317.1,0.0,0.0,0
2024-12-04 18:30:00+00,22.74,100.0,945.315,0.173,259.0,0.0,0.0,0
2024-12-04 18:40:00+00,22.66,100.0,945.185,0.282,286.0,0.0,0.0,0
2024-12-04 18:50:00+00,22.69,100.0,945.0999,0.691,303.4,0.0,0.0,0
2024-12-04 19:00:00+00,22.87,100.0,945.1899,1.117,290.4,0.718,0.0,0
2024-12-04 19:10:00+00,23.12,100.0,945.13,0.588,308.0,0.344,0.0,0
2024-12-04 19:20:00+00,23.12,100.0,945.0999,0.221,199.0,0.0,0.0,0
2024-12-04 19:30:00+00,22.98,100.0,945.155,0.731,168.1,0.0,0.0,0
2024-12-04 19:40:00+00,22.84,100.0,945.2,0.357,135.9,0.0,0.0,0
2024-12-04 19:50:00+00,22.7,100.0,945.25,0.202,147.9,0.0,0.0,0
2024-12-04 20:00:00+00,22.59,100.0,945.2,0.251,54.3,0.0,0.0,0
2024-12-04 20:10:00+00,22.47,100.0,945.2,0.608,62.22,0.0,0.0,0
2024-12-04 20:20:00+00,22.41,100.0,945.2,0.747,72.8,0.0,0.2,0
2024-12-04 20:30:00+00,22.35,100.0,945.13,0.66,56.4,0.0,0.0,0
2024-12-04 20:40:00+00,22.28,100.0,945.225,0.448,60.55,0.0,0.0,0
2024-12-04 20:50:00+00,22.23,100.0,945.335,0.562,78.76,0.0,0.0,0
2024-12-04 21:00:00+00,22.26,100.0,945.4699,0.252,140.9,0.0,0.0,0
2024-12-04 21:10:00+00,22.25,0.93981939840869,945.5499,0.194,160.6,0.0,0.0,1
2024-12-04 21:20:00+00,22.2,90.35942273796742,945.6399,0.175,317.9,0.0,0.0,1
2024-12-04 21:30:00+00,22.19,100.0,945.7,0.659,218.0,0.0,0.2,0
2024-12-04 21:40:00+00,22.1,100.0,945.78,0.551,252.2,0.0,0.0,0
2024-12-04 21:50:00+00,22.01,100.0,945.8249,0.011,254.0,0.0,0.0,0
2024-12-04 22:00:00+00,22.01,100.0,945.9149,0.012,254.3,0.0,0.0,0
2024-12-04 22:10:00+00,22.0,100.0,946.0,0.0,204.2,0.0,0.0,0
2024-12-04 22:20:00+00,22.04,100.0,946.1199,0.024,332.1,0.043,0.0,0
2024-12-04 22:30:00+00,22.05,100.0,946.265,0.103,190.2,2.357,0.0,0
2024-12-04 22:40:00+00,22.07,100.0,946.2999,0.0,270.5,9.57,0.0,0
2024-12-04 22:50:00+00,22.14,100.0,946.365,0.0,261.9,20.92,0.0,0
2024-12-04 23:00:00+00,22.28,100.0,946.5099,0.45,212.5,37.58,0.0,0
2024-12-04 23:10:00+00,22.3,100.0,946.6449,0.542,210.3,54.81,0.0,0
2024-12-04 23:20:00+00,22.38,100.0,946.8699,0.286,181.0,72.86,0.0,0
2024-12-04 23:30:00+00,22.44,100.0,947.035,0.063,160.0,93.3,0.0,0
2024-12-04 23:40:00+00,22.66,100.0,947.135,0.0,268.2,113.8,0.0,0
2024-12-04 23:50:00+00,22.84,100.0,947.2899,0.0,222.4,136.4,0.0,0
2024-12-05 00:00:00+00,23.31,100.0,947.4399,0.332,218.6,148.5,0.0,0
2024-12-05 00:10:00+00,23.56,100.0,947.585,0.178,304.4,160.9,0.0,0
2024-12-05 00:20:00+00,23.72,100.0,947.5999,0.23,251.1,179.3,0.0,0
2024-12-05 00:30:00+00,24.07,99.9,947.6699,0.213,289.4,204.1,0.0,0
2024-12-05 00:40:00+00,24.47,98.6,947.7,0.132,262.3,231.5,0.0,0
2024-12-05 00:50:00+00,24.78,96.7,947.7899,0.302,281.3,267.7,0.0,0
2024-12-05 01:00:00+00,25.09,94.6,947.7999,0.335,294.2,296.6,0.0,0
2024-12-05 01:10:00+00,25.33,94.2,947.73,0.582,269.3,319.5,0.0,0
2024-12-05 01:20:00+00,25.96,90.6,947.7,0.156,237.3,349.1,0.0,0
2024-12-05 01:30:00+00,26.39,86.4,947.685,0.305,202.6,376.2,0.0,0
2024-12-05 01:40:00+00,26.46,85.4,947.5999,0.288,266.7,391.6,0.0,0
2024-12-05 01:50:00+00,26.16,88.5,947.635,0.685,276.2,458.5,0.0,0
2024-12-05 02:00:00+00,26.87,85.9,947.7,0.278,256.8,487.3,0.0,0
2024-12-05 02:10:00+00,27.86,80.0,947.59,0.726,105.3,544.6,0.0,0
2024-12-05 02:20:00+00,28.06,77.85,947.5,0.971,91.9,579.3,0.0,0
2024-12-05 02:30:00+00,17.087299745003143,60.66,947.45,0.647,186.9,463.5,0.0,1
2024-12-05 02:40:00+00,34.67745506564505,60.91,947.35,0.358,155.9,573.7,0.0,1
2024-12-05 02:50:00+00,28.25,76.66,947.2999,0.517,177.8,357.5,0.0,0
2024-12-05 03:00:00+00,27.97,79.48,947.23,0.362,214.5,315.0,0.0,0
2024-12-05 03:10:00+00,27.68,80.3,947.0999,0.336,231.2,324.8,0.0,0
2024-12-05 03:20:00+00,27.91,81.5,947.0199,0.446,141.0,268.5,0.0,0
2024-12-05 03:30:00+00,27.92,82.4,946.88,0.293,193.7,267.8,0.0,0
2024-12-05 03:40:00+00,28.03,82.5,946.75,0.544,107.4,370.9,0.0,0
2024-12-05 03:50:00+00,28.28,81.7,946.6249,0.877,74.5,291.5,0.0,0
2024-12-05 04:00:00+00,27.59,84.0,946.5249,1.778,76.03,451.2,0.0,0
2024-12-05 04:10:00+00,27.89,83.2,946.5,1.808,82.2,574.6,0.0,0
2024-12-05 04:20:00+00,27.98,83.0,946.5,1.053,173.6,434.0,0.0,0
2024-12-05 04:30:00+00,28.43,81.4,946.5,1.353,242.4,733.6,0.0,0
2024-12-05 04:40:00+00,28.7,75.74,946.445,1.38,247.4,395.3,0.0,0
2024-12-05 04:50:00+00,28.11,79.54,946.38,0.922,263.4,392.8,0.0,0
2024-12-05 05:00:00+00,28.63,76.68,946.175,0.492,236.0,484.7,0.0,0
2024-12-05 05:10:00+00,28.91,74.78,946.0199,1.179,243.9,406.1,0.0,0
2024-12-05 05:20:00+00,28.9,74.87,945.9899,1.052,269.1,367.4,0.0,0
2024-12-05 05:30:00+00,28.74,75.04,945.7899,1.064,227.5,515.6,0.0,0
2024-12-05 05:40:00+00,28.72,76.43,945.59,0.979,282.8,514.7,0.0,0
2024-12-05 05:50:00+00,28.34,79.99,945.5,0.906,262.1,374.8,0.0,0
2024-12-05 06:00:00+00,28.26,80.8,945.4149,1.244,247.1,351.5,0.0,0
2024-12-05 06:10:00+00,28.38,80.8,945.395,1.733,243.9,356.3,0.0,0
2024-12-05 06:20:00+00,28.37,81.4,945.255,1.654,237.3,391.1,0.0,0
2024-12-05 06:30:00+00,28.16,82.3,945.045,1.644,313.1,387.2,0.0,0
2024-12-05 06:40:00+00,28.06,83.2,944.925,1.395,303.3,323.2,0.0,0
2024-12-05 06:50:00+00,28.26,81.9,944.73,1.474,290.2,383.3,0.0,0
2024-12-05 07:00:00+00,28.72,0.516817211686077,1035.406351216101,1.404,257.9,429.4,0.0,1
2024-12-05 07:10:00+00,28.92,97.26091333722661,1035.163003483012,0.98,220.1,508.4,0.0,1
2024-12-05 07:20:00+00,28.83,78.85,944.2699,1.511,245.1,378.0,0.0,0
2024-12-05 07:30:00+00,28.71,79.72,944.16,1.681,248.3,361.3,0.0,0
2024-12-05 07:40:00+00,28.71,79.52,944.0999,1.134,200.9,406.7,0.0,0
2024-12-05 07:50:00+00,28.5,80.2,944.0749,1.538,249.8,320.1,0.0,0
2024-12-05 08:00:00+00,28.23,82.7,943.985,1.391,262.4,295.0,0.0,0
2024-12-05 08:10:00+00,28.27,82.8,943.9,1.463,232.5,366.5,0.0,0
2024-12-05 08:20:00+00,28.19,82.8,943.875,1.86,268.3,246.9,0.0,0
2024-12-05 08:30:00+00,28.25,82.1,943.71,1.811,285.4,249.9,0.0,0
2024-12-05 08:40:00+00,27.81,84.2,943.785,1.13,268.2,137.4,0.0,0
2024-12-05 08:50:00+00,27.5,84.9,943.9,0.844,282.9,137.4,0.0,0
2024-12-05 09:00:00+00,27.4,86.0,943.95,1.566,270.2,112.8,0.0,0
2024-12-05 09:10:00+00,27.16,86.5,944.0699,1.484,264.8,92.8,0.0,0
2024-12-05 09:20:00+00,27.09,84.8,944.205,1.134,292.8,100.2,0.0,0
2024-12-05 09:30:00+00,26.91,82.4,944.225,1.363,278.0,70.78,0.0,0
2024-12-05 09:40:00+00,26.6,84.6,944.245,1.007,237.0,37.43,0.0,0
2024-12-05 09:50:00+00,26.4,87.3,944.2199,1.234,261.4,27.54,0.0,0
2024-12-05 10:00:00+00,26.21,87.4,944.485,1.797,275.3,16.11,0.0,0
2024-12-05 10:10:00+00,25.95,88.8,944.8099,2.046,280.0,10.59,0.0,0
2024-12-05 10:20:00+00,25.69,90.2,944.865,1.422,264.1,6.195,0.0,0
2024-12-05 10:30:00+00,25.55,91.1,945.1199,0.759,259.0,3.55,0.0,0
2024-12-05 10:40:00+00,25.48,91.5,945.4,1.208,242.3,1.737,0.0,0
2024-12-05 10:50:00+00,25.39,92.2,945.5699,1.463,286.7,0.0,0.0,0
2024-12-05 11:00:00+00,25.19,93.1,945.59,0.915,269.5,0.0,0.0,0
2024-12-05 11:10:00+00,24.97,93.9,945.46,0.782,267.6,0.0,0.0,0
2024-12-05 11:20:00+00,24.89,94.5,945.5399,0.749,242.6,0.0,0.0,0
2024-12-05 11:30:00+00,24.6,97.0,945.8899,0.764,289.2,0.0,0.0,0
2024-12-05 11:40:00+00,24.64,96.1,946.135,0.739,282.8,0.0,0.0,0
2024-12-05 11:50:00+00,24.69,95.8,946.2999,0.472,278.1,0.0,0.0,0
2024-12-05 12:00:00+00,24.69,95.0,946.3299,0.583,273.9,0.0,0.0,0
2024-12-05 12:10:00+00,24.85,94.1,946.495,0.614,262.9,0.0,0.0,0
2024-12-05 12:20:00+00,24.57,97.2,946.5999,0.508,275.3,0.0,0.0,0
2024-12-05 12:30:00+00,24.19,99.9,946.705,0.345,249.4,0.0,0.2,0
2024-12-05 12:40:00+00,24.01,99.9,946.855,0.514,287.9,0.0,0.0,0
2024-12-05 12:50:00+00,23.9,100.0,946.955,0.424,0.0,0.0,0.2,1
2024-12-05 13:00:00+00,23.83,99.7,947.1899,0.644,-999.0,0.0,0.0,1
2024-12-05 13:10:00+00,24.0,98.7,947.45,1.041,213.1,0.0,0.0,0
2024-12-05 13:20:00+00,23.85,99.2,947.515,0.802,226.5,0.0,0.0,0
2024-12-05 13:30:00+00,23.69,99.9,947.5799,0.225,209.1,0.0,0.0,0
2024-12-05 13:40:00+00,23.6,100.0,947.46,0.537,128.0,0.057,0.0,0
2024-12-05 13:50:00+00,23.57,100.0,947.46,0.207,126.8,0.0,0.0,0
2024-12-05 14:00:00+00,23.41,100.0,947.635,0.144,126.6,0.0,0.0,0
2024-12-05 14:10:00+00,23.23,100.0,947.7699,0.258,167.5,0.0,0.0,0
2024-12-05 14:20:00+00,23.22,100.0,947.7999,0.198,306.7,0.0,0.0,0
2024-12-05 14:30:00+00,23.19,100.0,947.7999,0.063,250.7,0.0,0.0,0
2024-12-05 14:40:00+00,23.05,100.0,947.7999,0.072,214.1,0.0,0.0,0
2024-12-05 14:50:00+00,23.04,100.0,947.7199,0.589,47.88,0.0,0.0,0
2024-12-05 15:00:00+00,23.1,100.0,947.7,0.41,147.9,0.0,0.0,0
2024-12-05 15:10:00+00,23.04,100.0,947.7,0.209,253.8,0.0,0.0,0
2024-12-05 15:20:00+00,23.01,100.0,947.7,0.317,189.3,0.0,0.0,0
2024-12-05 15:30:00+00,22.98,100.0,947.7,0.126,174.2,0.0,0.0,0
2024-12-05 15:40:00+00,22.95,100.0,947.7,0.562,194.9,0.0,0.0,0
2024-12-05 15:50:00+00,22.91,100.0,947.7,0.547,200.2,0.0,0.0,0
2024-12-05 16:00:00+00,22.95,100.0,947.7,0.508,218.9,0.0,0.0,0
2024-12-05 16:10:00+00,22.87,100.0,947.7,0.349,235.4,0.0,0.0,0
2024-12-05 16:20:00+00,22.81,100.0,947.7199,0.129,284.3,0.0,0.0,0
2024-12-05 16:30:00+00,22.75,100.0,947.785,0.125,290.4,0.0,0.0,0
2024-12-05 16:40:00+00,22.73,100.0,947.7,0.0,290.7,0.0,0.0,0
2024-12-05 16:50:00+00,22.72,100.0,947.5949,0.244,284.2,0.0,0.0,0
2024-12-05 17:00:00+00,22.75,100.0,947.4899,0.451,220.3,0.0,0.2,0
2024-12-05 17:10:00+00,22.78,100.0,947.365,0.151,220.8,0.0,0.0,0
2024-12-05 17:20:00+00,22.74,100.0,947.2999,0.119,281.1,0.0,0.0,0
2024-12-05 17:30:00+00,22.7,100.0,947.2599,0.085,277.2,0.0,0.0,0
2024-12-05 17:40:00+00,22.68,100.0,947.2,0.263,112.2,0.0,0.0,0
2024-12-05 17:50:00+00,22.71,100.0,947.11,0.138,138.9,0.0,0.0,0
2024-12-05 18:00:00+00,22.78,100.0,947.0999,0.116,171.3,0.0,0.0,0
2024-12-05 18:10:00+00,22.71,100.0,947.0999,0.055,251.2,0.0,0.0,0
2024-12-05 18:20:00+00,22.67,100.0,947.035,0.452,264.0,0.0,0.0,0
2024-12-05 18:30:00+00,22.65,100.0,946.875,0.737,217.2,0.0,0.0,0
2024-12-05 18:40:00+00,22.66,100.0,946.7399,0.694,218.1,0.0,0.0,0
2024-12-05 18:50:00+00,22.67,100.0,946.5949,0.723,220.4,0.0,0.0,0
2024-12-05 19:00:00+00,22.66,100.0,946.4699,0.917,225.4,0.0,0.2,0
2024-12-05 19:10:00+00,22.61,100.0,946.305,0.682,243.4,0.0,0.0,0
2024-12-05 19:20:00+00,22.52,100.0,946.09,1.083,243.4,0.0,0.0,0
2024-12-05 19:30:00+00,22.5,100.0,945.88,1.004,256.2,0.0,0.0,0
2024-12-05 19:40:00+00,22.48,100.0,945.7399,1.761,273.4,0.0,0.0,0
2024-12-05 19:50:00+00,22.58,100.0,945.555,1.299,276.7,0.0,0.0,0
2024-12-05 20:00:00+00,22.63,100.0,945.495,1.035,283.4,0.0,0.0,0
2024-12-05 20:10:00+00,22.59,100.0,945.34,1.355,270.9,0.0,0.0,0
2024-12-05 20:20:00+00,22.57,100.0,945.2599,0.946,260.3,0.0,0.0,0
2024-12-05 20:30:00+00,22.59,100.0,945.1499,0.738,251.6,0.0,0.0,0
2024-12-05 20:40:00+00,22.56,100.0,945.0999,0.914,252.6,0.0,0.0,0
2024-12-05 20:50:00+00,22.58,100.0,945.09,1.133,280.8,0.0,0.0,0
2024-12-05 21:00:00+00,22.54,100.0,945.0999,1.423,266.7,0.0,0.0,0
2024-12-05 21:10:00+00,22.51,100.0,945.1499,1.53,268.1,0.0,0.0,0
2024-12-05 21:20:00+00,22.49,100.0,945.325,0.751,228.8,0.0,0.0,0
2024-12-05 21:30:00+00,22.51,100.0,945.5,0.404,314.8,0.0,0.0,1
2024-12-05 21:40:00+00,22.73,100.0,945.6199,0.728,289.2,0.0,0.0,1
2024-12-05 21:50:00+00,22.88,100.0,945.63,0.954,289.4,0.0,0.0,0
2024-12-05 22:00:00+00,23.02,99.8,945.695,1.185,278.0,0.0,0.0,0
2024-12-05 22:10:00+00,23.06,99.4,945.7,1.117,283.5,0.0,0.0,0
2024-12-05 22:20:00+00,23.05,99.4,945.8299,0.764,281.5,0.103,0.0,0
2024-12-05 22:30:00+00,22.98,100.0,946.015,1.087,215.0,0.973,0.0,0
2024-12-05 22:40:00+00,22.58,100.0,946.235,0.991,201.3,3.958,0.0,0
2024-12-05 22:50:00+00,22.48,100.0,946.38,1.103,209.7,9.95,0.0,0
2024-12-05 23:00:00+00,22.4,100.0,946.425,1.03,251.2,20.04,0.0,0
2024-12-05 23:10:00+00,22.27,100.0,946.555,1.087,252.1,30.04,0.0,0
2024-12-05 23:20:00+00,22.44,100.0,946.6399,0.937,266.1,37.22,0.0,0
2024-12-05 23:30:00+00,22.99,100.0,946.715,0.825,265.7,50.81,0.0,0
2024-12-05 23:40:00+00,23.52,98.2,946.7999,0.911,235.0,63.25,0.0,0
2024-12-05 23:50:00+00,23.8,96.6,946.88,0.979,248.0,72.37,0.0,0
2024-12-06 00:00:00+00,23.77,96.2,947.0249,1.143,264.7,69.85,0.0,0
2024-12-06 00:10:00+00,23.87,95.6,947.0999,0.652,285.7,100.3,0.0,0
2024-12-06 00:20:00+00,24.09,94.7,947.2199,0.432,239.4,119.2,0.0,0
2024-12-06 00:30:00+00,24.21,94.4,947.455,0.44,286.0,87.5,0.0,0
2024-12-06 00:40:00+00,24.13,94.8,947.705,0.612,290.0,52.05,0.0,0
2024-12-06 00:50:00+00,24.06,95.2,947.88,0.604,294.2,39.64,0.0,0
2024-12-06 01:00:00+00,23.96,95.9,947.985,0.855,302.3,37.41,0.0,0
2024-12-06 01:10:00+00,23.89,96.6,948.005,0.974,239.2,58.75,0.0,0
2024-12-06 01:20:00+00,23.91,97.1,947.975,0.743,225.8,109.7,0.0,0
2024-12-06 01:30:00+00,24.15,96.2,947.88,0.634,265.0,190.9,0.0,0
2024-12-06 01:40:00+00,24.45,94.8,947.9,0.463,242.1,187.5,0.0,0
2024-12-06 01:50:00+00,24.79,93.7,948.0,0.294,294.3,237.5,0.0,0
2024-12-06 02:00:00+00,25.38,91.1,947.955,0.515,293.4,351.2,0.0,0
2024-12-06 02:10:00+00,26.03,88.5,948.0,0.547,268.7,351.5,0.0,0
2024-12-06 02:20:00+00,26.51,85.1,948.0,0.467,255.1,363.5,0.0,0
2024-12-06 02:30:00+00,26.75,83.7,947.9149,0.33,263.3,393.7,0.0,0
2024-12-06 02:40:00+00,26.69,84.8,947.895,0.811,257.2,412.5,0.0,0
2024-12-06 02:50:00+00,26.57,84.0,947.795,0.572,263.6,438.8,0.0,0
2024-12-06 03:00:00+00,27.49,82.1,947.675,0.496,184.2,579.6,0.0,0
2024-12-06 03:10:00+00,27.59,81.3,947.5999,0.559,256.8,577.7,0.0,0
2024-12-06 03:20:00+00,27.43,82.8,947.505,0.646,220.5,489.3,0.0,0
2024-12-06 03:30:00+00,27.48,82.2,947.425,1.117,254.3,379.7,0.0,0
2024-12-06 03:40:00+00,27.32,83.3,947.315,0.479,258.8,307.3,0.2,0
2024-12-06 03:50:00+00,27.33,82.5,947.1899,0.904,251.6,410.3,0.0,0
2024-12-06 04:00:00+00,27.75,85.0,947.0999,1.106,140.6,366.8,0.0,0
2024-12-06 04:10:00+00,27.22,90.4,947.0999,1.305,90.8,221.1,0.0,0
2024-12-06 04:20:00+00,27.12,91.3,947.0749,1.622,92.7,308.6,0.0,0
2024-12-06 04:30:00+00,27.06,90.3,946.9399,2.372,109.6,332.5,0.0,0
2024-12-06 04:40:00+00,26.84,91.1,946.9,1.789,110.7,149.0,0.0,0
2024-12-06 04:50:00+00,26.62,92.8,946.9,0.618,142.1,115.4,0.0,0
2024-12-06 05:00:00+00,26.51,93.1,946.86,1.031,74.08,279.3,0.0,0
2024-12-06 05:10:00+00,27.16,89.9,946.7399,0.685,142.9,357.1,0.0,0
2024-12-06 05:20:00+00,27.67,85.8,946.585,0.691,237.9,357.1,0.0,0
2024-12-06 05:30:00+00,28.04,83.4,946.425,0.604,217.2,306.9,0.0,0
2024-12-06 05:40:00+00,27.82,88.0,946.265,1.495,156.1,427.1,0.0,0
2024-12-06 05:50:00+00,27.3,88.5,946.1199,1.28,138.9,327.3,0.0,0
2024-12-06 06:00:00+00,27.66,85.1,945.955,0.579,176.3,302.4,0.0,0
2024-12-06 06:10:00+00,28.07,7.3003931656181855,1036.5711132850017,0.785,166.5,188.0,0.0,1
2024-12-06 06:20:00+00,27.82,87.6,945.735,1.379,109.2,154.9,0.0,0
2024-12-06 06:30:00+00,27.04,91.4,945.7,2.146,113.4,140.0,0.0,0
2024-12-06 06:40:00+00,26.74,92.8,945.6199,1.671,95.1,117.9,0.0,0
2024-12-06 06:50:00+00,26.39,93.4,945.5099,2.183,98.4,89.1,0.0,0
2024-12-06 07:00:00+00,26.34,94.0,945.5,0.817,106.1,72.57,0.0,0
2024-12-06 07:10:00+00,26.26,93.8,945.5,0.635,210.3,65.91,0.0,0
2024-12-06 07:20:00+00,26.23,92.6,945.365,1.2,191.4,140.3,0.0,0
2024-12-06 07:30:00+00,26.51,91.0,945.2999,0.503,283.2,149.6,0.0,0
2024-12-06 07:40:00+00,24.46,94.2,947.635,0.7755000000000001,243.7,3.402,0.0,0
2024-12-06 07:50:00+00,24.46,94.2,947.635,0.7755000000000001,243.7,3.402,0.0,0
2024-12-06 08:00:00+00,24.46,94.2,947.635,0.7755000000000001,243.7,3.402,0.0,0
