date,tt,rh,pp,ws,wd,sr,rr,is_anomaly
2024-12-04 10:30:00+00,19.7,90.8,877.38,1.513,110.7,4.981,0.0,0
2024-12-04 10:40:00+00,19.63,91.3,877.5,1.424,115.8,2.821,0.0,0
2024-12-04 10:50:00+00,19.55,91.7,877.5499,1.167,123.7,0.395,0.0,0
2024-12-04 11:00:00+00,19.52,91.9,877.6399,1.039,134.3,0.0,0.4,0
2024-12-04 11:10:00+00,19.5,92.0,877.755,1.01,132.8,0.0,0.4,0
2024-12-04 11:20:00+00,19.44,92.1,877.905,0.926,115.6,0.0,0.2,0
2024-12-04 11:30:00+00,19.38,92.3,878.0,0.358,102.6,0.0,0.2,0
2024-12-04 11:40:00+00,19.35,92.5,878.1499,0.274,85.2,0.0,0.2,0
2024-12-04 11:50:00+00,19.33,92.6,878.2899,0.398,102.6,0.0,0.0,0
2024-12-04 12:00:00+00,19.39,92.8,878.2999,0.451,55.53,0.0,0.2,0
2024-12-04 12:10:00+00,19.39,93.0,878.335,0.297,87.9,0.0,0.2,0
2024-12-04 12:20:00+00,19.39,93.1,878.465,1.205,148.6,0.0,0.4,0
2024-12-04 12:30:00+00,19.47,93.3,878.5,0.349,202.0,0.0,0.0,0
2024-12-04 12:40:00+00,19.48,93.3,878.565,0.215,240.8,0.0,0.0,0
2024-12-04 12:50:00+00,19.51,93.3,878.6899,0.826,122.7,0.0,0.0,0
2024-12-04 13:00:00+00,19.46,93.3,878.7399,1.13,121.8,0.0,0.0,0
2024-12-04 13:10:00+00,19.45,93.3,878.8449,0.673,109.8,0.0,0.2,0
2024-12-04 13:20:00+00,19.4,93.2,878.9,0.0,60.28,0.0,0.0,0
2024-12-04 13:30:00+00,19.39,93.3,878.805,0.744,134.1,0.0,0.0,0
2024-12-04 13:40:00+00,19.4,93.3,878.7,1.324,129.3,0.0,0.0,0
2024-12-04 13:50:00+00,19.41,93.3,878.7,1.587,141.6,0.0,0.0,0
2024-12-04 14:00:00+00,19.4,93.3,878.7,1.753,128.9,0.0,0.0,0
2024-12-04 14:10:00+00,19.96,86.9,878.5,1.39,155.7,2.1870000000000003,0.0,0
2024-12-04 14:20:00+00,19.96,86.9,878.5,1.39,155.7,2.1870000000000003,0.0,0
2024-12-04 14:30:00+00,19.21,92.5,878.7399,1.848,114.0,0.0,3.0,0
2024-12-04 14:40:00+00,19.13,92.8,878.6249,2.105,130.4,0.0,0.0,0
2024-12-04 14:50:00+00,19.11,93.1,878.6699,1.798,126.0,0.0,0.0,0
2024-12-04 15:00:00+00,19.13,93.1,878.63,1.753,128.0,0.0,0.2,0
2024-12-04 15:10:00+00,19.13,93.0,878.5999,1.286,129.5,0.0,0.0,0
2024-12-04 15:20:00+00,19.13,92.9,878.5999,1.266,122.1,0.0,0.4,0
2024-12-04 15:30:00+00,19.13,92.9,878.5999,0.943,141.5,0.0,0.2,0
2024-12-04 15:40:00+00,19.14,93.0,878.4899,1.164,167.9,0.0,0.2,0
2024-12-04 15:50:00+00,19.13,93.0,878.3449,1.142,149.0,0.0,0.2,0
2024-12-04 16:00:00+00,8.795473249649097,93.0,878.2,8.569104889903887,149.8,0.0,0.0,1
2024-12-04 16:10:00+00,19.13,92.9,878.1399,1.279,154.7,0.0,0.0,0
2024-12-04 16:20:00+00,19.12,92.9,878.015,1.312,140.4,0.0,0.0,0
2024-12-04 16:30:00+00,19.08,92.9,877.935,1.248,136.6,0.0,0.2,0
2024-12-04 16:40:00+00,19.04,93.0,877.8699,1.205,133.3,0.0,0.0,0
2024-12-04 16:50:00+00,19.03,93.2,877.7399,1.317,161.9,0.0,0.0,0
2024-12-04 17:00:00+00,18.99,93.2,877.6399,1.343,177.8,0.0,0.0,0
2024-12-04 17:10:00+00,18.8,93.1,877.53,0.926,213.7,0.0,0.0,0
2024-12-04 17:20:00+00,18.74,93.2,877.41,0.734,264.1,0.0,0.0,0
2024-12-04 17:30:00+00,18.84,93.4,877.395,0.961,317.7,0.0,0.0,0
2024-12-04 17:40:00+00,18.87,93.5,877.265,1.296,311.7,0.0,0.0,0
2024-12-04 17:50:00+00,18.96,93.8,877.2,0.774,323.5,0.0,0.0,0
2024-12-04 18:00:00+00,19.05,93.9,877.09,0.847,298.6,0.0,0.0,0
2024-12-04 18:10:00+00,19.0,93.9,876.93,1.187,289.9,0.0,0.0,0
2024-12-04 18:20:00+00,18.9,93.9,876.765,0.737,284.4,0.0,0.0,0
2024-12-04 18:30:00+00,18.93,94.1,876.585,0.077,301.5,0.0,0.0,0
2024-12-04 18:40:00+00,18.95,94.2,876.4399,0.018,108.6,0.0,0.0,0
2024-12-04 18:50:00+00,18.97,94.3,876.3099,0.33,148.0,0.0,0.0,0
2024-12-04 19:00:00+00,19.01,94.3,876.2999,0.955,147.0,0.0,0.0,0
2024-12-04 19:10:00+00,18.99,94.3,876.265,1.106,136.1,0.0,0.0,0
2024-12-04 19:20:00+00,18.97,94.4,876.2999,1.12,158.5,0.0,0.0,0
2024-12-04 19:30:00+00,18.96,94.4,876.2749,1.235,156.6,0.0,0.0,0
2024-12-04 19:40:00+00,18.9,94.4,876.2,1.195,123.0,0.0,0.0,0
2024-12-04 19:50:00+00,18.81,94.4,876.1049,0.559,108.7,0.0,0.0,0
2024-12-04 20:00:00+00,18.76,94.5,876.0999,1.205,130.6,0.0,0.0,0
2024-12-04 20:10:00+00,18.71,94.5,876.0999,0.499,111.3,0.0,0.0,0
2024-12-04 20:20:00+00,18.68,94.5,876.0999,0.414,65.02,0.0,0.0,0
2024-12-04 20:30:00+00,18.61,94.5,876.1049,0.54,128.4,0.0,0.0,0
2024-12-04 20:40:00+00,18.6,94.6,876.215,0.244,131.0,0.0,0.0,0
2024-12-04 20:50:00+00,18.61,94.6,876.3249,1.006,181.7,0.0,0.0,0
2024-12-04 21:00:00+00,18.62,94.6,876.455,1.185,185.6,0.0,0.0,0
2024-12-04 21:10:00+00,18.62,8.511366715168569,876.5799,0.59,170.1,0.0,0.0,1
2024-12-04 21:20:00+00,18.59,1.6949274668609249,876.66,0.45,145.8,0.0,0.0,1
2024-12-04 21:30:00+00,18.56,94.5,876.785,0.28,145.0,0.0,0.0,0
2024-12-04 21:40:00+00,18.52,94.5,876.86,0.458,130.4,0.0,0.0,0
2024-12-04 21:50:00+00,18.43,94.5,876.9,0.475,136.8,0.0,0.0,0
2024-12-04 22:00:00+00,18.41,94.4,876.93,0.817,161.5,0.0,0.0,0
2024-12-04 22:10:00+00,18.34,94.4,877.0,1.018,151.1,0.0,0.0,0
2024-12-04 22:20:00+00,18.35,94.4,877.005,1.272,139.8,0.136,0.0,0
2024-12-04 22:30:00+00,18.37,94.3,877.1249,1.056,150.7,2.245,0.0,0
2024-12-04 22:40:00+00,18.42,94.2,877.3,0.749,134.8,9.25,0.0,0
2024-12-04 22:50:00+00,18.52,94.1,877.46,0.788,145.2,18.6,0.0,0
2024-12-04 23:00:00+00,18.6,94.0,877.5749,0.99,176.1,30.06,0.0,0
2024-12-04 23:10:00+00,18.79,93.9,877.68,0.545,180.4,43.14,0.0,0
2024-12-04 23:20:00+00,18.95,93.8,877.7999,0.328,166.1,69.34,0.0,0
2024-12-04 23:30:00+00,19.2,93.6,877.8449,0.23,126.8,90.2,0.0,0
2024-12-04 23:40:00+00,19.27,92.9,877.9201,0.602,116.5,110.4,0.0,0
2024-12-04 23:50:00+00,19.38,92.1,878.055,0.849,119.4,128.5,0.0,0
2024-12-05 00:00:00+00,19.6,90.9,878.1449,0.844,116.3,141.7,0.0,0
2024-12-05 00:10:00+00,19.94,90.2,878.2899,0.703,145.6,148.7,0.0,0
2024-12-05 00:20:00+00,20.24,89.3,878.3699,0.376,108.1,160.2,0.0,0
2024-12-05 00:30:00+00,20.46,87.2,878.4,0.074,66.17,172.9,0.0,0
2024-12-05 00:40:00+00,20.88,86.0,878.4149,0.454,155.3,195.9,0.0,0
2024-12-05 00:50:00+00,21.13,84.2,878.535,0.705,46.05,225.0,0.0,0
2024-12-05 01:00:00+00,21.39,82.1,878.5399,1.206,289.0,273.8,0.0,0
2024-12-05 01:10:00+00,21.72,81.6,878.5,0.788,167.8,334.0,0.0,0
2024-12-05 01:20:00+00,22.3,79.15,878.48,1.135,310.1,375.8,0.0,0
2024-12-05 01:30:00+00,22.3,78.69,878.355,1.206,145.8,298.8,0.0,0
2024-12-05 01:40:00+00,22.37,79.45,878.2,1.377,139.4,537.3,0.0,0
2024-12-05 01:50:00+00,22.6,78.98,878.13,1.539,175.4,569.1,0.0,0
2024-12-05 02:00:00+00,22.76,78.57,878.2,1.738,316.5,518.6,0.0,0
2024-12-05 02:10:00+00,22.95,78.65,878.25,2.139,272.3,623.3,0.0,0
2024-12-05 02:20:00+00,22.98,78.44,878.2,2.188,321.8,640.7,0.0,0
2024-12-05 02:30:00+00,22.91,78.74,878.2,2.197,329.0,613.3,0.0,0
2024-12-05 02:40:00+00,23.07,78.28,878.135,2.126,306.2,507.9,0.0,0
2024-12-05 02:50:00+00,23.03,78.61,878.0999,2.193,295.0,494.4,0.0,0
2024-12-05 03:00:00+00,23.18,79.11,878.0199,2.207,272.1,520.5,0.0,0
2024-12-05 03:10:00+00,23.7,78.36,877.95,1.671,250.0,586.7,0.0,0
2024-12-05 03:20:00+00,23.72,77.2,877.88,1.914,281.2,555.5,0.0,0
2024-12-05 03:30:00+00,23.95,77.55,877.795,1.937,219.0,521.0,0.0,0
2024-12-05 03:40:00+00,23.86,75.91,877.68,1.652,300.3,446.3,0.0,0
2024-12-05 03:50:00+00,23.84,76.36,877.5399,1.944,215.0,457.7,0.0,0
2024-12-05 04:00:00+00,24.01,75.21,877.4,1.542,197.6,703.6,0.0,0
2024-12-05 04:10:00+00,24.57,74.76,877.4,1.653,303.0,620.8,0.0,0
2024-12-05 04:20:00+00,24.07,74.72,877.2599,1.627,296.4,361.8,0.0,0
2024-12-05 04:30:00+00,24.09,74.97,877.1499,1.838,241.0,368.6,0.0,0
2024-12-05 04:40:00+00,24.04,75.61,877.005,2.017,274.5,455.8,0.0,0
2024-12-05 04:50:00+00,24.4,74.52,877.0699,2.025,240.5,618.9,0.0,0
2024-12-05 05:00:00+00,25.0,72.74,876.945,2.658,276.7,661.4,0.0,0
2024-12-05 05:10:00+00,25.08,71.78,876.835,2.262,204.3,626.4,0.0,0
2024-12-05 05:20:00+00,24.49,73.39,876.7699,2.632,184.0,349.4,0.0,0
2024-12-05 05:30:00+00,24.01,75.51,876.7749,1.68,227.3,205.9,0.0,0
2024-12-05 05:40:00+00,23.84,76.08,876.6649,1.647,250.5,195.1,0.0,0
2024-12-05 05:50:00+00,23.9,76.21,876.5,1.513,288.9,213.1,0.0,0
2024-12-05 06:00:00+00,24.04,76.99,876.455,1.353,261.6,213.8,0.0,0
2024-12-05 06:10:00+00,24.17,77.02,876.45,1.603,209.9,269.3,0.0,0
2024-12-05 06:20:00+00,24.08,77.22,876.34,1.481,197.1,281.3,0.0,0
2024-12-05 06:30:00+00,24.17,76.69,876.185,1.286,287.0,234.9,0.0,0
2024-12-05 06:40:00+00,24.19,76.29,876.045,1.037,286.7,220.1,0.0,0
2024-12-05 06:50:00+00,24.17,76.9,875.9149,1.108,274.2,191.8,0.0,0
2024-12-05 07:00:00+00,24.13,77.75,875.73,1.006,158.1,171.8,0.0,0
2024-12-05 07:10:00+00,23.79,80.2,875.4699,1.136,145.3,174.2,0.0,0
2024-12-05 07:20:00+00,23.71,81.2,875.4,0.47,117.5,182.8,0.0,0
2024-12-05 07:30:00+00,23.88,80.2,875.3449,0.764,143.7,196.8,0.0,0
2024-12-05 07:40:00+00,23.71,80.0,875.1399,1.476,211.2,134.8,0.0,0
2024-12-05 07:50:00+00,23.82,81.6,875.045,1.68,303.7,145.9,0.0,0
2024-12-05 08:00:00+00,23.73,82.1,875.085,2.14,250.4,104.1,0.0,0
2024-12-05 08:10:00+00,23.53,82.6,874.85,1.987,237.5,42.99,0.0,0
2024-12-05 08:20:00+00,23.15,84.0,874.86,2.018,119.5,11.41,0.0,0
2024-12-05 08:30:00+00,22.51,86.3,875.065,1.158,115.9,1.845,6.2,1
2024-12-05 08:40:00+00,21.48,88.9,875.265,1.008,219.4,1.921,4.6,0
2024-12-05 08:50:00+00,20.08,87.3,875.515,2.969,138.6,3.227,3.6,0
2024-12-05 09:00:00+00,19.51,89.6,875.66,3.867,133.3,2.15,1.4,0
2024-12-05 09:10:00+00,19.12,90.3,876.035,4.857,135.9,1.047,6.0,1
2024-12-05 09:20:00+00,18.85,91.7,876.065,4.75,138.5,0.968,2.4,0
2024-12-05 09:30:00+00,18.75,92.1,876.315,1.98,113.0,0.827,1.2,0
2024-12-05 09:40:00+00,18.56,92.4,876.1399,2.122,115.2,1.095,0.4,0
2024-12-05 09:50:00+00,18.53,92.7,876.005,2.93,129.5,1.517,0.0,0
2024-12-05 10:00:00+00,18.63,92.5,876.0949,2.858,133.5,1.2,0.6,0
2024-12-05 10:10:00+00,18.57,92.3,876.45,3.086,142.9,0.969,0.6,0
2024-12-05 10:20:00+00,18.63,92.4,876.6449,2.807,154.9,0.78,0.8,0
2024-12-05 10:30:00+00,18.65,92.3,876.7,2.012,143.7,0.427,0.8,0
2024-12-05 10:40:00+00,18.64,92.2,876.6449,2.602,148.7,0.0,0.8,0
2024-12-05 10:50:00+00,18.6,92.1,876.545,1.887,152.2,0.0,0.2,0
2024-12-05 11:00:00+00,18.67,92.0,876.5949,2.066,138.1,0.0,0.2,0
2024-12-05 11:10:00+00,18.64,91.8,876.7899,2.121,135.3,0.0,0.2,0
2024-12-05 11:20:00+00,18.61,91.7,877.1199,2.241,133.0,0.0,0.6,0
2024-12-05 11:30:00+00,18.64,91.9,877.3899,2.194,146.3,0.0,0.8,0
2024-12-05 11:40:00+00,18.65,91.6,877.545,2.133,149.7,0.0,0.6,0
2024-12-05 11:50:00+00,18.73,91.4,877.7498,1.8,142.4,0.0,0.4,0
2024-12-05 12:00:00+00,18.7,91.6,877.9,1.896,156.9,0.0,1.0,0
2024-12-05 12:10:00+00,18.76,91.8,877.9,1.637,160.6,0.0,0.8,0
2024-12-05 12:20:00+00,18.86,91.8,877.945,1.425,153.8,0.0,0.4,0
2024-12-05 12:30:00+00,18.91,91.8,878.18,0.744,147.5,0.0,0.4,0
2024-12-05 12:40:00+00,18.87,92.0,878.055,0.325,74.41,0.0,0.6,0
2024-12-05 12:50:00+00,9.824173432703796,92.4,877.9201,1.392,176.1,0.0,0.8,1
2024-12-05 13:00:00+00,11.492092903721044,92.8,877.9,0.577,222.0,0.0,0.4,1
2024-12-05 13:10:00+00,18.91,93.0,878.0099,0.63,274.7,0.0,0.6,0
2024-12-05 13:20:00+00,18.98,93.1,878.1649,0.551,288.1,0.0,0.4,0
2024-12-05 13:30:00+00,19.0,93.1,878.3299,0.65,304.9,0.0,0.4,0
2024-12-05 13:40:00+00,19.01,93.2,878.475,0.878,303.1,0.0,0.2,0
2024-12-05 13:50:00+00,19.09,93.4,878.5999,1.645,274.1,0.0,0.4,0
2024-12-05 14:00:00+00,19.13,93.5,878.5999,1.461,261.5,0.0,0.4,0
2024-12-05 14:10:00+00,19.2,93.6,878.5999,1.024,279.0,0.0,0.4,0
2024-12-05 14:20:00+00,19.16,93.5,878.5999,0.674,236.9,0.0,0.2,0
2024-12-05 14:30:00+00,19.12,93.5,878.5999,0.066,118.9,0.0,0.2,0
2024-12-05 14:40:00+00,19.11,93.5,878.5999,1.036,130.1,0.0,0.2,0
2024-12-05 14:50:00+00,19.11,93.7,878.5599,0.798,147.1,0.0,0.2,0
2024-12-05 15:00:00+00,19.09,93.8,878.5,0.597,179.5,0.0,0.0,0
2024-12-05 15:10:00+00,19.1,93.9,878.565,0.951,175.9,0.0,0.2,0
2024-12-05 15:20:00+00,19.11,93.9,878.5999,1.058,168.9,0.0,0.0,0
2024-12-05 15:30:00+00,19.08,93.9,878.6199,0.721,137.9,0.0,0.0,0
2024-12-05 15:40:00+00,19.04,93.9,878.75,0.419,114.1,0.0,0.2,0
2024-12-05 15:50:00+00,19.0,93.9,878.7999,1.235,124.1,0.0,0.0,0
2024-12-05 16:00:00+00,18.98,93.9,878.7999,1.002,158.6,0.0,0.0,0
2024-12-05 16:10:00+00,18.97,93.9,878.725,0.749,208.6,0.0,0.2,0
2024-12-05 16:20:00+00,18.95,94.0,878.6249,0.255,252.6,0.0,0.0,0
2024-12-05 16:30:00+00,18.93,94.0,878.475,0.051,169.6,0.0,0.0,0
2024-12-05 16:40:00+00,18.88,94.0,878.355,0.043,70.12,0.0,0.0,0
2024-12-05 16:50:00+00,18.78,94.0,878.2399,0.23,57.71,0.0,0.2,0
2024-12-05 17:00:00+00,18.84,94.2,878.115,0.547,232.1,0.0,0.0,0
2024-12-05 17:10:00+00,18.9,94.2,878.015,0.652,252.5,0.0,0.2,0
2024-12-05 17:20:00+00,18.85,94.1,877.9201,0.672,218.9,0.0,0.0,0
2024-12-05 17:30:00+00,18.82,94.1,877.8449,0.939,206.5,0.0,0.0,0
2024-12-05 17:40:00+00,18.78,94.1,877.7999,0.809,186.9,0.0,0.0,0
2024-12-05 17:50:00+00,18.75,94.2,877.7999,0.696,153.0,0.0,0.0,0
2024-12-05 18:00:00+00,18.74,94.2,877.7999,0.586,154.1,0.0,0.0,0
2024-12-05 18:10:00+00,18.72,94.2,877.73,0.181,143.3,0.0,0.0,0
2024-12-05 18:20:00+00,18.65,94.1,877.7,0.021,129.1,0.0,0.0,0
2024-12-05 18:30:00+00,18.62,94.2,877.615,0.298,250.9,0.0,0.0,0
2024-12-05 18:40:00+00,18.66,94.3,877.5099,0.667,336.6,0.0,0.0,0
2024-12-05 18:50:00+00,18.64,94.3,877.355,0.611,311.2,0.0,0.0,0
2024-12-05 19:00:00+00,18.58,94.2,877.215,0.505,310.6,0.0,0.0,0
2024-12-05 19:10:00+00,18.45,94.1,876.995,0.37,287.8,0.0,0.0,0
2024-12-05 19:20:00+00,18.38,94.1,876.785,0.692,197.5,0.0,0.0,0
2024-12-05 19:30:00+00,18.39,94.2,876.6449,0.535,150.8,0.0,0.0,0
2024-12-05 19:40:00+00,18.36,94.2,876.53,0.942,142.1,0.0,0.0,0
2024-12-05 19:50:00+00,18.35,94.2,876.4399,1.227,154.0,0.0,0.0,0
2024-12-05 20:00:00+00,18.31,94.2,876.4,1.497,164.9,0.0,0.0,0
2024-12-05 20:10:00+00,18.27,94.1,876.25,1.418,193.8,0.0,0.0,0
2024-12-05 20:20:00+00,18.19,94.0,876.2,1.154,173.9,0.0,0.0,0
2024-12-05 20:30:00+00,18.19,93.9,876.16,0.835,116.8,0.0,0.0,0
2024-12-05 20:40:00+00,18.23,93.8,876.0199,1.44,148.6,0.0,0.0,0
2024-12-05 20:50:00+00,18.25,93.8,875.9,1.374,149.8,0.0,0.0,0
2024-12-05 21:00:00+00,18.2,93.7,875.7199,1.22,143.9,0.0,0.0,0
2024-12-05 21:10:00+00,18.25,93.7,875.7,1.673,135.1,0.0,0.0,0
2024-12-05 21:20:00+00,18.38,93.6,875.8449,1.756,125.2,0.0,0.0,0
2024-12-05 21:50:00+00,18.44,92.4,876.4,1.133,180.1,0.0,0.0,0
2024-12-05 22:00:00+00,18.48,92.2,876.4,0.841,208.0,0.0,0.0,0
2024-12-05 22:10:00+00,18.51,92.2,876.4,0.982,30.13,0.0,0.0,0
2024-12-05 22:20:00+00,18.49,92.6,876.485,0.517,78.57,0.0,0.0,0
2024-12-05 22:30:00+00,18.49,92.9,876.655,0.431,271.2,1.446,0.0,0
2024-12-05 22:40:00+00,18.56,93.1,876.805,0.892,235.5,6.994,0.0,0
2024-12-05 22:50:00+00,18.48,93.3,876.955,0.954,222.2,13.45,0.0,0
2024-12-05 23:00:00+00,18.71,93.7,877.055,1.367,284.4,22.41,0.0,0
2024-12-05 23:10:00+00,18.92,93.7,877.265,1.156,299.2,34.0,0.0,0
2024-12-05 23:20:00+00,19.0,93.7,877.3899,1.019,294.6,60.98,0.0,0
2024-12-05 23:30:00+00,19.17,93.8,877.4699,1.171,293.2,86.5,0.0,0
2024-12-05 23:40:00+00,19.35,93.8,877.5249,1.553,298.4,117.7,0.0,0
2024-12-05 23:50:00+00,19.47,93.6,877.5999,1.394,301.6,124.2,0.0,0
2024-12-06 00:00:00+00,19.62,93.2,877.6899,0.872,310.0,144.9,0.0,0
2024-12-06 00:10:00+00,19.8,92.4,877.85,0.604,236.7,176.0,0.0,0
2024-12-06 00:20:00+00,20.21,91.6,878.0599,1.057,193.3,196.3,0.0,0
2024-12-06 00:30:00+00,20.59,89.3,878.1699,0.668,200.6,228.0,0.0,0
2024-12-06 00:40:00+00,21.24,85.8,878.215,0.126,99.5,241.5,0.0,0
2024-12-06 00:50:00+00,21.6,85.3,878.3199,0.261,187.4,264.9,0.0,0
2024-12-06 01:00:00+00,21.84,84.2,878.4,0.193,134.9,288.7,0.0,0
2024-12-06 01:10:00+00,21.94,81.7,878.485,0.54,195.0,304.6,0.0,0
2024-12-06 01:20:00+00,21.95,82.3,878.5,0.976,193.6,281.8,0.0,0
2024-12-06 01:30:00+00,21.78,85.4,878.535,1.772,301.8,286.2,0.0,0
2024-12-06 01:40:00+00,21.48,86.9,878.5999,1.662,304.9,370.6,0.0,0
2024-12-06 01:50:00+00,21.75,86.3,878.6199,0.885,184.8,443.9,0.0,0
2024-12-06 02:00:00+00,22.31,82.9,878.5999,0.365,295.3,532.5,0.0,0
2024-12-06 02:10:00+00,22.86,79.64,878.5999,0.941,278.6,610.3,0.0,0
2024-12-06 02:20:00+00,23.08,78.34,878.565,1.502,234.6,743.3,0.0,0
2024-12-06 02:30:00+00,23.47,79.97,878.5,1.85,249.9,641.9,0.0,0
2024-12-06 02:40:00+00,23.06,80.8,878.5,2.638,208.6,496.6,0.0,0
2024-12-06 02:50:00+00,23.23,81.8,878.46,2.297,308.0,599.1,0.0,0
2024-12-06 03:00:00+00,23.45,81.1,878.36,2.497,206.5,725.4,0.0,0
2024-12-06 03:10:00+00,23.53,81.0,878.265,1.909,161.3,550.5,0.0,0
2024-12-06 03:20:00+00,23.56,80.5,878.185,2.313,250.6,548.8,0.0,0
2024-12-06 03:30:00+00,23.78,79.37,878.0399,2.344,279.1,480.9,0.0,0
2024-12-06 03:40:00+00,23.8,78.97,877.905,2.359,310.0,520.4,0.0,0
2024-12-06 03:50:00+00,24.48,77.8,877.7249,1.871,203.5,490.5,0.0,0
2024-12-06 04:00:00+00,24.68,77.35,877.5999,2.496,229.4,693.9,0.0,0
2024-12-06 04:10:00+00,24.64,77.08,877.565,2.327,309.4,941.0,0.0,0
2024-12-06 04:20:00+00,24.72,77.54,877.545,2.916,291.6,879.0,0.0,0
2024-12-06 04:30:00+00,24.31,78.2,877.515,2.963,328.8,689.8,0.0,0
2024-12-06 04:40:00+00,24.63,77.13,877.5,2.724,266.9,887.0,0.0,0
2024-12-06 04:50:00+00,24.4,77.5,877.5,2.978,306.6,585.6,0.0,0
2024-12-06 05:00:00+00,24.13,78.66,877.4149,2.836,307.8,440.6,0.0,0
2024-12-06 05:10:00+00,24.27,78.02,877.2999,2.817,302.1,492.8,0.0,0
2024-12-06 05:20:00+00,24.06,78.7,877.23,2.783,294.0,341.2,0.0,0
2024-12-06 05:30:00+00,24.05,77.75,877.065,2.947,317.1,331.4,0.0,0
2024-12-06 05:40:00+00,24.07,77.7,877.0,2.262,291.2,199.7,0.0,0
2024-12-06 05:50:00+00,23.74,77.95,876.86,2.404,301.5,129.6,0.0,0
2024-12-06 06:00:00+00,23.58,78.35,876.73,1.644,237.3,75.39,0.0,0
2024-12-06 06:10:00+00,23.41,79.74,876.7,1.317,130.1,0.0,0.0,1
2024-12-06 06:20:00+00,22.29,83.8,876.63,0.784,86.5,21.58,0.0,0
2024-12-06 06:30:00+00,20.91,87.2,876.615,2.044,104.2,27.18,0.6,0
2024-12-06 06:40:00+00,20.15,89.9,876.695,3.992,133.4,29.69,3.4,0
2024-12-06 06:50:00+00,19.87,90.3,876.905,3.745,155.0,34.48,7.0,0
2024-12-06 07:00:00+00,19.9,91.2,876.905,1.668,189.1,32.98,2.0,0
2024-12-06 07:10:00+00,19.82,91.2,876.75,0.561,214.3,44.4,0.8,0
2024-12-06 07:20:00+00,19.91,91.5,876.7,0.278,250.9,54.85,0.4,0
2024-12-06 07:30:00+00,20.03,91.8,876.59,0.742,76.27,56.14,0.2,0
2024-12-06 07:40:00+00,19.96,86.9,878.5,1.39,155.7,2.1870000000000003,0.0,1
2024-12-06 07:50:00+00,19.96,86.9,878.5,1.39,155.7,2.1870000000000003,0.0,1
2024-12-06 08:00:00+00,19.96,86.9,878.5,1.39,155.7,2.1870000000000003,0.0,1
2024-12-06 08:10:00+00,19.96,86.9,878.5,1.39,155.7,2.1870000000000003,0.0,1
2024-12-06 08:20:00+00,19.96,86.9,878.5,1.39,155.7,2.1870000000000003,0.0,1
