date,tt,rh,pp,ws,wd,sr,rr,is_anomaly
2024-12-04 13:40:00+00,22.69,80.7,922.1045,0.407,245.0,0.919,0.2,0
2024-12-04 13:50:00+00,22.7,80.5,922.225,0.462,236.0,1.038,0.2,0
2024-12-04 14:01:00+00,22.74,80.3,922.1708,0.676,273.7,1.234,0.4,0
2024-12-04 14:10:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-04 14:20:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-04 14:30:00+00,22.74,80.3,922.1052,0.224,288.8,0.603,4.8,0
2024-12-04 14:40:00+00,22.65,80.6,922.0306,0.356,256.0,0.0,0.8,0
2024-12-04 14:50:00+00,22.59,80.7,922.0272,0.132,267.6,0.0,0.2,0
2024-12-04 15:01:00+00,22.52,80.9,921.9738,0.611,240.1,0.0,0.2,0
2024-12-04 15:10:00+00,22.48,81.0,921.9294,0.355,247.1,0.0,0.2,0
2024-12-04 15:20:00+00,22.47,81.0,921.8868,0.412,251.2,0.0,0.2,0
2024-12-04 15:30:00+00,22.46,81.0,921.8706,0.182,238.1,0.0,0.2,0
2024-12-04 15:40:00+00,22.42,81.0,921.9119,0.116,275.9,0.0,0.2,0
2024-12-04 15:50:00+00,22.38,81.2,921.8698,0.235,258.5,0.0,0.2,0
2024-12-04 16:01:00+00,22.33,81.2,921.7527,0.306,289.1,0.0,0.2,0
2024-12-04 16:10:00+00,22.37,81.1,921.7043,0.422,249.0,0.003,0.2,0
2024-12-04 16:20:00+00,22.47,81.0,921.627,0.562,241.8,0.028,0.2,0
2024-12-04 16:30:00+00,22.51,80.9,921.5802,0.454,256.4,0.0,0.2,0
2024-12-04 16:40:00+00,22.48,80.9,921.5011,0.541,236.7,0.0,0.2,0
2024-12-04 16:50:00+00,22.43,81.0,921.3424,0.455,271.1,0.0,0.2,0
2024-12-04 17:01:00+00,22.4,81.1,921.1543,0.585,252.4,0.0,0.4,0
2024-12-04 17:10:00+00,22.43,81.1,920.9921,0.608,221.2,0.182,0.2,0
2024-12-04 17:20:00+00,22.44,81.0,920.84,0.611,258.5,0.034,0.2,0
2024-12-04 17:30:00+00,13.314110749649101,81.1,920.6642,8.569104889903887,245.1,0.0,0.2,1
2024-12-04 17:40:00+00,22.35,81.1,920.4879,0.973,261.0,0.17,0.4,0
2024-12-04 17:50:00+00,22.41,80.9,920.2914,0.52,250.7,0.073,0.2,0
2024-12-04 18:01:00+00,22.46,80.8,920.1076,0.852,259.2,0.286,0.2,0
2024-12-04 18:10:00+00,22.53,80.6,919.9538,0.862,276.0,0.124,0.4,0
2024-12-04 18:20:00+00,22.56,80.4,919.8788,0.28,246.1,0.0,0.2,0
2024-12-04 18:30:00+00,22.49,80.5,919.7656,0.583,250.2,0.0,0.4,0
2024-12-04 18:40:00+00,22.44,80.5,919.6803,0.498,215.2,0.0,0.2,0
2024-12-04 18:50:00+00,22.38,80.7,919.5749,0.663,246.1,0.0,0.4,0
2024-12-04 19:01:00+00,22.35,80.9,919.5171,0.719,242.7,0.0,0.4,0
2024-12-04 19:10:00+00,22.34,81.0,919.4729,0.711,258.7,0.0,0.4,0
2024-12-04 19:20:00+00,22.31,81.1,919.3789,0.359,226.2,0.0,0.4,0
2024-12-04 19:30:00+00,22.27,81.3,919.3058,0.431,219.4,0.0,0.8,0
2024-12-04 19:40:00+00,22.26,81.4,919.1847,0.652,253.5,0.0,0.8,0
2024-12-04 19:50:00+00,22.28,81.5,919.1706,0.639,257.2,0.0,1.0,0
2024-12-04 20:01:00+00,22.29,81.5,919.1614,0.329,249.8,0.0,1.0,0
2024-12-04 20:10:00+00,22.25,81.7,919.1344,0.387,253.4,0.0,0.8,0
2024-12-04 20:20:00+00,22.2,81.8,919.1621,0.351,261.6,0.0,0.8,0
2024-12-04 20:30:00+00,22.15,82.0,919.1139,0.249,285.4,0.0,0.8,0
2024-12-04 20:40:00+00,22.09,82.2,919.112,0.136,309.8,0.0,0.8,0
2024-12-04 20:50:00+00,22.05,82.4,919.1286,0.168,258.7,0.0,0.8,0
2024-12-04 21:01:00+00,22.04,82.6,919.2658,0.104,234.4,0.0,1.0,0
2024-12-04 21:10:00+00,21.97,82.7,919.4778,0.0,165.1,0.0,0.6,0
2024-12-04 21:20:00+00,21.95,83.1,919.582,0.013,138.0,0.0,0.8,0
2024-12-04 21:30:00+00,21.9,83.3,919.6823,0.0,317.1,0.0,0.6,0
2024-12-04 21:40:00+00,21.86,83.5,919.7099,0.0,318.5,0.0,0.6,0
2024-12-04 21:50:00+00,21.8,83.6,919.723,0.0,303.0,0.0,0.6,0
2024-12-04 22:01:00+00,21.79,84.1,919.7464,0.0,235.1,0.0,0.8,0
2024-12-04 22:10:00+00,21.71,84.3,919.75,0.013,109.6,0.0,0.4,0
2024-12-04 22:20:00+00,21.72,84.7,919.8116,0.325,144.3,0.0,0.2,0
2024-12-04 22:30:00+00,21.73,85.1,919.9614,0.221,161.3,0.397,0.0,0
2024-12-04 22:40:00+00,21.74,8.511366715168569,920.1579,0.421,164.0,4.844,0.0,1
2024-12-04 22:50:00+00,21.74,1.6949274668609249,920.2654,0.274,118.2,10.22,0.0,1
2024-12-04 23:01:00+00,21.76,85.8,920.4466,0.284,92.9,18.83,0.0,0
2024-12-04 23:10:00+00,21.79,86.0,920.6219,0.668,83.0,31.19,0.0,0
2024-12-04 23:20:00+00,21.83,86.2,920.7206,0.232,93.5,46.47,0.0,0
2024-12-04 23:30:00+00,21.88,86.2,920.8997,0.327,102.5,65.11,0.0,0
2024-12-04 23:40:00+00,21.95,86.3,921.0814,0.385,86.9,79.63,0.0,0
2024-12-04 23:50:00+00,22.06,86.3,921.1766,0.309,102.2,101.6,0.0,0
2024-12-05 00:01:00+00,22.16,86.1,921.2502,0.625,94.6,121.5,0.0,0
2024-12-05 00:10:00+00,22.32,85.9,921.261,0.188,102.5,152.3,0.0,0
2024-12-05 00:20:00+00,22.48,85.6,921.3287,0.408,127.3,181.6,0.0,0
2024-12-05 00:30:00+00,22.68,85.1,921.3788,0.23,114.9,212.8,0.0,0
2024-12-05 00:40:00+00,22.87,84.4,921.4285,0.14,129.4,236.8,0.0,0
2024-12-05 00:50:00+00,23.13,83.9,921.4897,0.397,116.8,261.5,0.0,0
2024-12-05 01:01:00+00,23.4,83.2,921.5127,0.892,130.9,282.1,0.0,0
2024-12-05 01:10:00+00,23.63,82.5,921.5469,0.757,122.4,315.0,0.0,0
2024-12-05 01:20:00+00,23.87,81.9,921.5157,0.915,98.7,344.0,0.0,0
2024-12-05 01:30:00+00,23.95,81.3,921.4089,0.68,108.8,401.4,0.0,0
2024-12-05 01:40:00+00,24.22,80.8,921.3283,0.77,117.4,392.5,0.0,0
2024-12-05 01:50:00+00,24.31,80.0,921.2816,0.826,102.0,446.1,0.2,0
2024-12-05 02:01:00+00,24.58,79.64,921.2791,0.953,104.0,412.9,0.0,0
2024-12-05 02:10:00+00,24.73,78.95,921.3825,0.763,124.3,373.5,0.0,0
2024-12-05 02:20:00+00,24.96,78.3,921.3642,0.569,135.8,402.1,0.0,0
2024-12-05 02:30:00+00,25.38,77.57,921.3376,0.481,163.4,448.4,0.0,0
2024-12-05 02:40:00+00,25.69,76.38,921.2889,0.326,129.1,472.7,0.0,0
2024-12-05 02:50:00+00,26.0,75.34,921.2222,0.564,151.1,465.7,0.0,0
2024-12-05 03:01:00+00,26.34,74.68,921.1547,0.648,240.5,492.3,0.0,0
2024-12-05 03:10:00+00,26.71,73.21,921.0519,0.913,239.4,429.0,0.0,0
2024-12-05 03:20:00+00,26.91,72.57,920.9188,0.815,234.6,212.2,0.0,0
2024-12-05 03:30:00+00,26.85,72.58,920.8674,0.852,239.2,289.5,0.0,0
2024-12-05 03:40:00+00,27.01,71.65,920.7245,0.877,232.3,670.8,0.0,0
2024-12-05 03:50:00+00,27.59,70.7,920.567,1.203,257.9,793.8,0.0,0
2024-12-05 04:01:00+00,28.03,69.01,920.4806,0.89,253.0,329.4,0.0,0
2024-12-05 04:10:00+00,27.74,68.19,920.3882,1.26,247.3,332.4,0.0,0
2024-12-05 04:20:00+00,27.6,67.35,920.3069,1.138,240.9,555.5,0.0,0
2024-12-05 04:30:00+00,28.04,67.22,920.2618,1.086,247.6,726.2,0.0,0
2024-12-05 04:40:00+00,28.23,66.43,920.201,1.448,254.8,807.0,0.0,0
2024-12-05 04:50:00+00,28.37,66.54,920.1039,1.35,246.1,789.5,0.0,0
2024-12-05 05:01:00+00,28.8,66.33,920.0317,1.322,244.7,810.0,0.0,0
2024-12-05 05:10:00+00,28.79,65.34,919.9169,1.328,264.1,774.4,0.0,0
2024-12-05 05:20:00+00,28.84,64.83,919.8461,1.355,227.6,731.5,0.0,0
2024-12-05 05:30:00+00,28.69,64.82,919.6761,1.261,240.6,585.0,0.0,0
2024-12-05 05:40:00+00,28.4,65.0,919.5797,1.464,248.6,453.0,0.0,0
2024-12-05 05:50:00+00,28.11,65.29,919.5184,1.546,259.7,429.5,0.0,0
2024-12-05 06:01:00+00,27.95,65.78,919.3717,1.592,250.6,521.2,0.0,0
2024-12-05 06:10:00+00,27.88,66.14,919.2843,1.747,264.6,472.6,0.0,0
2024-12-05 06:20:00+00,27.91,66.58,919.2542,1.72,265.9,443.2,0.0,0
2024-12-05 06:30:00+00,27.89,66.77,919.257,1.807,261.5,447.0,0.0,0
2024-12-05 06:40:00+00,27.77,67.33,919.0576,1.56,258.3,675.4,0.0,0
2024-12-05 06:50:00+00,28.35,67.03,918.8952,1.255,239.8,825.0,0.0,0
2024-12-05 07:01:00+00,28.64,66.0,918.7101,1.646,254.1,677.2,0.0,0
2024-12-05 07:10:00+00,28.18,65.76,918.6565,1.991,251.8,466.1,0.0,0
2024-12-05 07:20:00+00,27.84,66.82,918.6376,1.55,234.2,398.1,0.0,0
2024-12-05 07:30:00+00,27.64,67.56,918.6061,2.158,262.8,308.0,0.0,0
2024-12-05 07:40:00+00,27.26,68.07,918.5433,1.89,265.4,300.5,0.0,0
2024-12-05 07:50:00+00,27.04,68.63,918.4239,1.736,250.0,217.7,0.0,0
2024-12-05 08:01:00+00,26.74,69.02,918.3258,1.619,240.7,246.8,0.0,0
2024-12-05 08:10:00+00,26.77,69.71,918.2688,1.393,241.8,277.2,0.0,0
2024-12-05 08:20:00+00,26.75,69.64,918.2002,1.67,248.6,338.8,0.0,0
2024-12-05 08:30:00+00,27.02,68.9,918.0109,1.579,245.9,521.1,0.0,0
2024-12-05 08:40:00+00,27.3,67.89,917.9793,1.853,256.3,402.2,0.0,0
2024-12-05 08:50:00+00,27.11,67.29,918.1621,1.695,248.2,211.2,0.0,0
2024-12-05 09:01:00+00,26.8,67.79,918.3574,1.703,251.7,199.6,0.0,0
2024-12-05 09:10:00+00,26.57,68.9,918.5485,1.881,253.9,202.0,0.0,0
2024-12-05 09:20:00+00,26.3,69.61,918.7686,2.164,253.9,117.2,0.0,0
2024-12-05 09:30:00+00,25.94,70.76,918.6779,1.739,253.0,85.7,0.0,0
2024-12-05 09:40:00+00,25.7,71.68,918.6283,1.501,261.0,72.9,0.0,0
2024-12-05 09:50:00+00,25.56,72.17,918.6006,1.045,237.3,47.86,0.0,0
2024-12-05 10:01:00+00,25.41,72.66,918.6099,1.175,262.8,30.79,0.0,0
2024-12-05 10:08:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-05 10:10:00+00,25.34,73.26,918.9556,0.941,253.1,14.09,0.2,0
2024-12-05 10:20:00+00,25.33,73.59,919.3426,0.888,247.4,5.817,0.0,0
2024-12-05 10:30:00+00,25.25,73.8,919.5228,1.73,267.3,2.852,0.0,0
2024-12-05 10:40:00+00,24.97,73.59,919.7986,1.503,256.9,0.053,0.0,0
2024-12-05 10:50:00+00,24.65,73.78,920.0152,1.029,238.5,0.0,0.0,0
2024-12-05 11:01:00+00,24.32,75.54,920.2694,1.699,252.2,0.0,0.0,0
2024-12-05 11:10:00+00,23.38,77.36,920.4174,1.588,257.5,0.0,0.0,0
2024-12-05 11:20:00+00,22.64,79.04,920.3802,1.267,244.6,0.0,0.2,0
2024-12-05 11:30:00+00,22.48,80.3,920.4539,0.39,261.3,0.0,0.0,0
2024-12-05 11:40:00+00,22.56,81.4,920.4946,0.481,294.0,0.0,0.2,0
2024-12-05 11:50:00+00,22.59,82.0,920.6361,0.725,276.0,0.0,0.2,0
2024-12-05 12:01:00+00,22.57,82.4,920.7537,0.328,277.0,0.0,0.2,0
2024-12-05 12:10:00+00,22.69,83.1,920.9094,0.267,252.8,0.0,0.2,0
2024-12-05 12:20:00+00,22.73,83.6,921.0347,0.551,256.2,0.0,0.4,0
2024-12-05 12:30:00+00,22.64,83.8,921.1858,0.598,275.6,0.0,0.2,0
2024-12-05 12:40:00+00,22.59,84.2,921.2297,0.55,288.1,0.0,0.2,0
2024-12-05 12:50:00+00,22.59,84.6,921.2726,0.321,261.5,0.0,0.4,0
2024-12-05 13:01:00+00,22.55,84.8,921.3478,0.251,245.0,0.0,0.4,0
2024-12-05 13:10:00+00,22.52,85.0,921.3284,0.077,217.5,0.0,0.4,0
2024-12-05 13:20:00+00,22.49,85.1,921.3804,0.145,220.0,0.0,0.4,0
2024-12-05 13:30:00+00,22.47,85.3,921.5277,0.176,255.8,0.0,0.6,0
2024-12-05 13:40:00+00,22.4,85.3,921.6785,0.0,258.7,0.0,0.4,0
2024-12-05 13:50:00+00,22.41,85.6,921.7918,0.0,83.2,0.0,0.6,0
2024-12-05 14:01:00+00,22.46,85.8,921.839,0.0,88.7,0.0,0.4,0
2024-12-05 14:10:00+00,14.3428109327038,85.9,921.8682,0.0,88.7,0.0,0.4,1
2024-12-05 14:20:00+00,16.01073040372105,86.0,921.8903,0.258,88.0,0.0,0.4,1
2024-12-05 14:30:00+00,22.52,86.1,921.8976,0.779,74.34,0.0,0.4,0
2024-12-05 14:40:00+00,22.47,86.2,921.8379,0.075,159.6,0.0,0.6,0
2024-12-05 14:50:00+00,22.42,86.2,921.7984,0.068,109.2,0.0,0.4,0
2024-12-05 15:01:00+00,22.37,86.3,921.7062,0.089,144.1,0.0,0.4,0
2024-12-05 15:10:00+00,22.34,86.4,921.6968,0.359,208.3,0.0,0.4,0
2024-12-05 15:20:00+00,22.36,86.5,921.6145,0.213,287.4,0.0,0.4,0
2024-12-05 15:30:00+00,22.35,86.6,921.6008,0.0,267.0,0.0,0.2,0
2024-12-05 15:40:00+00,22.33,86.7,921.6282,0.0,241.2,0.0,0.4,0
2024-12-05 15:50:00+00,22.34,86.8,921.6279,0.0,238.7,0.0,0.2,0
2024-12-05 16:01:00+00,22.29,86.9,921.6752,0.013,262.4,0.0,0.4,0
2024-12-05 16:10:00+00,22.3,87.0,921.6726,0.0,257.4,0.0,0.2,0
2024-12-05 16:20:00+00,22.27,87.1,921.6465,0.0,207.4,0.0,0.2,0
2024-12-05 16:30:00+00,22.3,87.2,921.6066,0.031,119.0,0.0,0.2,0
2024-12-05 16:40:00+00,22.33,87.4,921.4787,0.005,101.1,0.0,0.2,0
2024-12-05 16:50:00+00,22.32,87.4,921.4014,0.137,84.6,0.0,0.2,0
2024-12-05 17:01:00+00,22.28,87.5,921.3322,0.446,88.3,0.0,0.2,0
2024-12-05 17:10:00+00,22.24,87.6,921.1665,0.412,89.4,0.0,0.0,0
2024-12-05 17:20:00+00,22.24,87.7,921.1031,0.071,79.35,0.0,0.0,0
2024-12-05 17:30:00+00,22.21,87.7,921.0663,0.163,83.3,0.0,0.2,0
2024-12-05 17:40:00+00,22.18,87.7,921.0164,0.0,100.2,0.0,0.0,0
2024-12-05 17:50:00+00,22.17,87.8,921.0296,0.0,122.8,0.0,0.0,0
2024-12-05 18:01:00+00,22.17,87.9,921.0371,0.0,109.9,0.0,0.0,0
2024-12-05 18:10:00+00,22.19,87.9,921.0266,0.0,100.0,0.0,0.0,0
2024-12-05 18:20:00+00,22.19,88.0,921.0315,0.0,203.7,0.0,0.0,0
2024-12-05 18:30:00+00,22.17,88.0,920.9824,0.131,227.3,0.0,0.2,0
2024-12-05 18:40:00+00,22.17,88.0,920.9038,0.289,278.5,0.0,0.0,0
2024-12-05 18:50:00+00,22.15,88.1,920.7785,0.016,276.3,0.0,0.0,0
2024-12-05 19:01:00+00,22.15,88.1,920.6016,0.15,282.8,0.0,0.0,0
2024-12-05 19:10:00+00,22.08,88.1,920.4541,0.0,296.0,0.0,0.0,0
2024-12-05 19:20:00+00,22.06,88.2,920.3023,0.18,122.0,0.0,0.0,0
2024-12-05 19:30:00+00,22.03,88.2,920.126,0.002,89.9,0.0,0.0,0
2024-12-05 19:40:00+00,21.98,88.2,920.055,0.0,111.8,0.0,0.0,0
2024-12-05 19:50:00+00,21.96,88.3,919.9499,0.0,111.2,0.0,0.0,0
2024-12-05 20:01:00+00,21.99,88.4,919.879,0.043,257.5,0.0,0.2,0
2024-12-05 20:10:00+00,21.98,88.5,919.7625,0.0,221.7,0.0,0.0,0
2024-12-05 20:20:00+00,21.99,88.5,919.691,0.002,202.5,0.0,0.0,0
2024-12-05 20:30:00+00,22.06,88.7,919.6213,0.11,262.7,0.0,0.0,0
2024-12-05 20:40:00+00,22.01,88.6,919.6346,0.547,246.3,0.0,0.0,0
2024-12-05 20:50:00+00,21.83,88.5,919.6539,0.096,254.6,0.0,0.0,0
2024-12-05 21:01:00+00,21.72,88.5,919.6557,0.171,234.6,0.0,0.0,0
2024-12-05 21:10:00+00,21.65,88.5,919.5661,0.018,290.4,0.0,0.0,0
2024-12-05 21:20:00+00,21.62,88.6,919.5057,0.111,265.7,0.0,0.0,0
2024-12-05 21:30:00+00,21.59,88.6,919.4623,0.098,289.7,0.0,0.0,0
2024-12-05 21:40:00+00,21.54,88.6,919.4391,0.554,245.5,0.0,0.0,0
2024-12-05 21:50:00+00,21.44,88.6,919.4786,0.64,243.4,0.0,0.0,0
2024-12-05 22:01:00+00,21.43,88.7,919.4769,1.025,268.1,0.0,0.0,0
2024-12-05 22:10:00+00,21.4,88.7,919.5517,1.127,255.7,0.0,0.2,0
2024-12-05 22:20:00+00,21.39,88.7,919.7175,1.4,260.8,0.0,0.0,0
2024-12-05 22:30:00+00,21.4,88.7,919.8307,1.094,256.6,0.434,0.0,0
2024-12-05 22:40:00+00,21.42,88.7,920.0218,1.018,265.2,4.066,0.0,0
2024-12-05 22:50:00+00,21.46,88.7,928.0936115547852,0.777,254.0,643.7964604879021,0.0,1
2024-12-05 23:01:00+00,21.5,88.5,1035.1134239886094,0.996,266.9,846.8289274320415,0.0,1
2024-12-05 23:10:00+00,21.61,88.2,920.2959,0.865,259.7,40.3,0.0,0
2024-12-05 23:20:00+00,21.72,88.0,920.4372,0.621,254.9,50.26,0.0,0
2024-12-05 23:30:00+00,21.84,87.8,920.6173,0.309,248.7,51.02,0.0,0
2024-12-05 23:40:00+00,21.97,87.8,920.872,0.334,269.9,37.33,0.0,0
2024-12-05 23:50:00+00,21.97,87.7,921.0416,0.57,276.6,36.25,0.0,0
2024-12-06 00:01:00+00,22.03,87.8,921.1373,0.42,264.1,59.62,0.0,0
2024-12-06 00:10:00+00,22.15,87.9,921.2842,1.148,250.5,75.35,0.0,0
2024-12-06 00:20:00+00,22.18,87.8,921.3988,0.859,258.1,127.3,0.0,0
2024-12-06 00:30:00+00,22.38,87.8,921.5362,0.996,260.3,149.9,0.0,0
2024-12-06 00:40:00+00,22.6,87.6,921.5526,0.822,255.1,203.5,0.0,0
2024-12-06 00:50:00+00,22.85,87.3,921.6088,1.017,261.3,253.3,0.0,0
2024-12-06 01:01:00+00,23.13,86.7,921.6511,1.233,252.2,291.3,0.0,0
2024-12-06 01:10:00+00,23.11,86.2,921.7503,1.593,249.7,508.1,0.0,0
2024-12-06 01:20:00+00,23.66,85.7,921.6556,1.326,256.8,670.4,0.0,0
2024-12-06 01:30:00+00,24.45,84.7,921.7412,1.065,220.2,710.3,0.0,0
2024-12-06 01:40:00+00,25.03,82.9,921.7581,1.703,245.1,868.0,0.0,0
2024-12-06 01:50:00+00,25.43,81.2,921.7764,1.58,238.2,694.6,0.0,0
2024-12-06 02:01:00+00,25.57,79.76,921.835,1.476,242.8,665.7,0.0,0
2024-12-06 02:10:00+00,25.87,78.79,921.8898,1.643,258.7,760.6,0.0,0
2024-12-06 02:20:00+00,25.91,77.33,921.8402,1.715,244.0,650.6,0.0,0
2024-12-06 02:30:00+00,25.98,76.77,921.754,1.65,242.5,786.1,0.0,0
2024-12-06 02:40:00+00,26.27,75.6,921.6855,2.218,260.6,818.0,0.0,0
2024-12-06 02:50:00+00,26.18,75.45,921.6106,0.958,236.7,574.6,0.0,0
2024-12-06 03:01:00+00,26.3,74.77,921.513,1.044,247.4,498.7,0.0,0
2024-12-06 03:10:00+00,26.23,73.68,921.4687,1.255,256.6,497.5,0.0,0
2024-12-06 03:20:00+00,26.3,73.03,921.3727,1.16,233.7,531.9,0.0,0
2024-12-06 03:30:00+00,26.71,72.39,921.2383,1.678,259.0,746.6,0.0,0
2024-12-06 03:40:00+00,27.2,71.48,921.1479,1.35,264.8,657.5,0.0,0
2024-12-06 03:50:00+00,27.35,70.85,920.97,1.3,264.3,654.7,0.0,0
2024-12-06 04:01:00+00,27.53,69.78,920.8292,1.884,267.1,919.0,0.0,0
2024-12-06 04:10:00+00,28.49,68.22,920.7018,1.337,256.6,1207.0,0.0,0
2024-12-06 04:20:00+00,28.86,65.62,920.6985,1.378,247.6,811.0,0.0,0
2024-12-06 04:30:00+00,28.75,65.25,920.6292,1.751,253.0,1094.0,0.0,0
2024-12-06 04:40:00+00,29.12,65.11,920.6054,1.565,246.1,1160.0,0.0,0
2024-12-06 04:50:00+00,29.11,63.25,920.6101,1.6,253.8,783.0,0.0,0
2024-12-06 05:01:00+00,28.88,63.33,920.5311,1.807,260.8,869.0,0.0,0
2024-12-06 05:10:00+00,28.93,62.96,920.4315,1.821,257.0,944.0,0.0,0
2024-12-06 05:20:00+00,29.39,62.04,920.2315,1.505,252.2,945.0,0.0,0
2024-12-06 05:30:00+00,29.45,60.2,920.0274,2.022,258.0,692.8,0.0,0
2024-12-06 05:40:00+00,29.39,60.6,919.8425,1.528,248.3,1022.0,0.0,0
2024-12-06 05:50:00+00,29.94,59.04,919.7377,1.833,249.6,1109.0,0.0,0
2024-12-06 06:01:00+00,29.79,58.56,919.6893,1.647,260.2,746.9,0.0,0
2024-12-06 06:10:00+00,29.45,59.64,919.6009,1.539,251.0,567.6,0.0,0
2024-12-06 06:20:00+00,29.32,60.28,919.5397,1.453,241.6,790.6,0.0,0
2024-12-06 06:30:00+00,29.55,60.46,919.465,1.41,244.9,798.5,0.0,0
2024-12-06 06:40:00+00,29.62,62.02,919.4318,1.708,256.8,846.0,0.0,0
2024-12-06 06:50:00+00,29.37,63.31,919.3264,1.426,235.6,745.2,0.0,0
2024-12-06 07:01:00+00,29.1,63.44,919.3042,1.686,255.2,618.1,0.0,0
2024-12-06 07:10:00+00,28.71,62.74,919.2514,1.634,264.4,542.9,0.0,0
2024-12-06 07:20:00+00,28.44,62.6,919.3073,1.701,248.5,619.7,0.0,0
2024-12-06 07:30:00+00,28.14,62.57,919.3006,1.902,249.7,0.0,0.0,0
2024-12-06 07:40:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-06 07:50:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-06 08:01:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-06 08:10:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-06 08:20:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-06 08:30:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-06 08:40:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
2024-12-06 08:50:00+00,24.18,72.16,921.8561,0.763,250.9,3.976,0.0,0
