date,tt,rh,pp,ws,wd,sr,rr,is_anomaly
2024-12-04 20:00:00+00,24.79,91.4,998.4699,1.176,259.9,0.0,0.0,0
2024-12-04 20:10:00+00,24.71,91.7,998.4149,1.135,262.3,0.0,0.0,0
2024-12-04 20:20:00+00,24.67,92.0,998.3249,1.051,264.2,0.0,0.0,0
2024-12-04 20:30:00+00,24.63,92.0,998.2999,0.747,262.3,0.0,0.0,0
2024-12-04 20:40:00+00,24.59,92.3,998.2999,0.523,260.1,0.0,0.0,0
2024-12-04 20:50:00+00,24.48,92.8,998.3249,1.151,248.6,0.0,0.0,0
2024-12-04 21:00:00+00,24.73,91.2,998.4,1.499,257.0,0.0,0.0,0
2024-12-04 21:10:00+00,25.01,89.7,1032.4185229090044,1.254,267.5,0.0,0.0,1
2024-12-04 21:20:00+00,25.05,89.5,928.9721575795332,1.631,260.4,0.0,0.0,1
2024-12-04 21:30:00+00,25.21,88.9,998.5599,1.792,267.6,0.0,0.0,0
2024-12-04 21:40:00+00,25.29,88.7,998.685,1.957,255.6,0.0,0.0,0
2024-12-04 21:50:00+00,25.36,88.6,998.75,1.627,251.6,0.0,0.0,0
2024-12-04 22:00:00+00,25.35,88.8,998.7999,1.503,257.4,0.0,0.0,0
2024-12-04 22:10:00+00,25.33,89.4,998.8449,1.353,260.7,0.0,0.0,0
2024-12-04 22:20:00+00,25.31,89.5,998.91,1.743,275.6,0.0,0.0,0
2024-12-04 22:30:00+00,25.36,89.4,999.0799,1.639,262.6,0.477,0.0,0
2024-12-04 22:40:00+00,25.36,89.6,999.23,1.584,269.7,3.894,0.0,0
2024-12-04 22:50:00+00,25.39,89.6,999.36,1.703,246.8,11.34,0.0,0
2024-12-04 23:00:00+00,25.44,89.5,999.585,1.262,248.1,20.87,0.0,0
2024-12-04 23:10:00+00,25.49,89.5,999.7599,1.325,242.6,33.18,0.0,0
2024-12-04 23:20:00+00,25.59,89.4,999.9,1.561,257.1,51.69,0.0,0
2024-12-04 23:30:00+00,25.79,88.5,1000.07,1.69,255.0,80.2,0.0,0
2024-12-04 23:40:00+00,26.03,87.6,1000.195,1.309,263.2,115.1,0.0,0
2024-12-04 23:50:00+00,26.32,86.3,1000.38,1.539,262.7,155.9,0.0,0
2024-12-05 00:00:00+00,26.69,85.1,1000.64,1.293,248.4,192.5,0.0,0
2024-12-05 00:10:00+00,27.16,83.4,1001.105,1.535,266.4,209.4,0.0,0
2024-12-05 00:20:00+00,27.68,81.0,1001.35,1.985,277.8,258.2,0.0,0
2024-12-05 00:30:00+00,27.85,80.6,1001.15,1.825,274.3,257.9,0.0,0
2024-12-05 00:40:00+00,27.89,80.4,1000.965,2.033,266.4,296.3,0.0,0
2024-12-05 00:50:00+00,28.11,80.2,1001.01,1.814,275.1,271.1,0.0,0
2024-12-05 01:00:00+00,28.04,79.62,1000.8,2.168,266.7,195.3,0.0,0
2024-12-05 01:10:00+00,27.9,81.0,1000.635,1.463,237.2,329.8,0.0,0
2024-12-05 01:20:00+00,28.37,79.77,1001.075,1.3,249.2,467.3,0.0,0
2024-12-05 01:30:00+00,28.88,77.22,1001.26,2.078,243.5,496.5,0.0,0
2024-12-05 01:40:00+00,29.01,76.32,1001.065,1.768,246.4,485.8,0.0,0
2024-12-05 01:50:00+00,29.3,75.86,1000.91,1.881,269.4,527.7,0.0,0
2024-12-05 02:00:00+00,29.51,74.16,1000.885,1.914,251.7,568.8,0.0,0
2024-12-05 02:10:00+00,29.7,71.74,1000.93,2.449,251.0,537.2,0.0,0
2024-12-05 02:20:00+00,29.68,71.48,1000.87,2.306,283.6,520.0,0.0,0
2024-12-05 02:30:00+00,29.82,71.9,1000.915,2.404,262.1,530.4,0.0,0
2024-12-05 02:40:00+00,29.96,71.64,1000.92,2.329,269.7,545.0,0.0,0
2024-12-05 02:50:00+00,29.96,72.32,1000.57,1.502,256.9,290.8,0.0,0
2024-12-05 03:00:00+00,29.73,72.92,1000.245,1.921,257.3,179.6,0.0,0
2024-12-05 03:10:00+00,29.38,74.23,1000.23,1.63,256.7,303.5,0.0,0
2024-12-05 03:20:00+00,29.65,74.42,1000.305,1.274,250.4,413.1,0.0,0
2024-12-05 03:30:00+00,30.42,72.46,1000.57,1.894,229.8,801.0,0.0,0
2024-12-05 03:40:00+00,30.79,69.4,1000.335,2.283,257.8,472.0,0.0,0
2024-12-05 03:50:00+00,30.12,71.35,999.6449,2.118,275.1,110.1,0.0,0
2024-12-05 04:00:00+00,29.13,79.91,999.3449,1.106,316.2,289.1,0.0,0
2024-12-05 04:10:00+00,29.39,77.99,999.4899,1.556,319.0,387.4,0.0,0
2024-12-05 04:20:00+00,29.61,76.96,999.5699,1.395,314.1,492.8,0.0,0
2024-12-05 04:30:00+00,30.34,73.19,999.68,1.775,324.5,612.4,0.0,0
2024-12-05 04:40:00+00,30.65,71.64,999.5599,1.335,291.4,400.4,0.0,0
2024-12-05 04:50:00+00,30.34,70.68,999.155,1.892,286.9,273.8,0.0,0
2024-12-05 05:00:00+00,30.2,71.89,998.955,2.253,277.1,354.8,0.0,0
2024-12-05 05:10:00+00,30.18,74.07,998.945,2.368,242.4,400.4,0.0,0
2024-12-05 05:20:00+00,29.46,74.46,998.755,2.307,231.3,190.6,0.0,0
2024-12-05 05:30:00+00,28.76,78.31,998.655,2.232,259.1,218.3,0.0,0
2024-12-05 05:40:00+00,28.78,79.29,998.755,2.101,298.0,448.7,0.0,0
2024-12-05 05:50:00+00,29.72,77.02,999.055,1.78,265.7,778.9,0.0,0
2024-12-05 06:00:00+00,30.07,74.2,998.9201,2.198,245.7,458.7,0.0,0
2024-12-05 06:10:00+00,29.95,75.52,998.855,1.77,237.0,414.4,0.0,0
2024-12-05 06:20:00+00,30.02,74.99,998.75,1.774,231.2,379.5,0.0,0
2024-12-05 06:30:00+00,30.17,74.0,998.55,1.748,237.0,396.7,0.0,0
2024-12-05 06:40:00+00,30.38,73.51,998.3899,1.957,258.9,496.1,0.0,0
2024-12-05 06:50:00+00,30.64,72.79,998.305,1.574,252.2,477.7,0.0,0
2024-12-05 07:00:00+00,30.89,71.7,998.11,1.789,242.6,505.1,0.0,0
2024-12-05 07:10:00+00,30.88,70.8,997.88,2.292,243.9,511.3,0.0,0
2024-12-05 07:20:00+00,30.94,70.59,997.6699,2.123,240.3,461.5,0.0,0
2024-12-05 07:30:00+00,30.79,70.37,997.61,2.836,266.8,588.9,0.0,0
2024-12-05 07:40:00+00,30.56,69.56,997.535,2.705,304.4,558.7,0.0,0
2024-12-05 07:50:00+00,30.13,71.63,997.41,2.671,312.8,560.6,0.0,0
2024-12-05 08:00:00+00,30.4,71.23,997.38,1.846,310.2,441.9,0.0,0
2024-12-05 08:10:00+00,30.17,71.88,997.325,1.99,298.1,374.3,0.0,0
2024-12-05 08:20:00+00,29.63,73.55,997.1399,1.815,314.3,263.9,0.0,0
2024-12-05 08:30:00+00,29.62,74.12,997.115,2.161,302.1,427.3,0.0,0
2024-12-05 08:40:00+00,29.73,73.82,997.4399,1.72,304.1,307.1,0.0,0
2024-12-05 08:50:00+00,29.32,75.29,997.35,2.317,296.7,255.8,0.0,0
2024-12-05 09:00:00+00,29.16,76.24,997.2399,1.866,307.7,126.0,0.0,0
2024-12-05 09:10:00+00,28.95,76.57,997.45,2.679,302.9,111.7,0.0,0
2024-12-05 09:20:00+00,28.82,75.46,997.5,2.451,317.1,123.4,0.0,0
2024-12-05 09:30:00+00,28.72,75.16,997.5999,1.763,296.6,124.3,0.0,0
2024-12-05 09:40:00+00,28.51,74.91,997.565,2.11,244.8,104.5,0.0,0
2024-12-05 09:50:00+00,28.38,75.27,997.5,1.974,255.7,78.41,0.0,0
2024-12-05 10:00:00+00,28.23,76.99,997.585,1.933,254.0,55.85,0.0,0
2024-12-05 10:10:00+00,27.85,78.17,997.7749,1.712,287.7,38.96,0.0,0
2024-12-05 10:20:00+00,27.49,79.47,997.68,1.662,294.8,27.22,0.0,0
2024-12-05 10:30:00+00,27.33,79.61,997.5949,1.733,310.9,21.08,0.0,0
2024-12-05 10:40:00+00,27.24,80.3,997.9399,1.107,315.1,14.18,0.0,0
2024-12-05 10:50:00+00,27.09,80.7,998.28,1.676,316.3,6.643,0.0,0
2024-12-05 11:00:00+00,27.03,81.5,998.5799,1.085,316.3,0.529,0.0,0
2024-12-05 11:10:00+00,26.87,82.1,998.8299,1.352,316.1,0.0,0.0,0
2024-12-05 11:20:00+00,26.83,82.4,999.065,0.96,317.0,0.0,0.0,0
2024-12-05 11:30:00+00,26.77,83.0,999.325,0.74,314.9,0.0,0.0,0
2024-12-05 11:40:00+00,26.71,83.1,999.435,1.155,315.5,0.0,0.0,0
2024-12-05 11:50:00+00,26.8,82.9,999.6449,0.875,315.4,0.0,0.0,0
2024-12-05 12:00:00+00,26.88,82.7,999.9,1.454,316.9,0.0,0.0,0
2024-12-05 12:10:00+00,27.01,82.0,1000.0,1.06,321.3,0.0,0.0,0
2024-12-05 12:20:00+00,27.07,81.7,1000.035,1.856,311.0,0.0,0.0,0
2024-12-05 12:30:00+00,27.17,81.0,1000.195,2.025,278.8,0.0,0.0,0
2024-12-05 12:40:00+00,27.18,81.5,1000.3,1.44,320.8,0.0,0.0,0
2024-12-05 12:50:00+00,27.08,82.2,1000.4,1.398,999.0,0.0,0.0,1
2024-12-05 13:00:00+00,27.02,82.3,1000.495,1.753,0.0,0.0,0.0,1
2024-12-05 13:10:00+00,27.01,81.7,1000.43,1.304,323.4,0.0,0.0,0
2024-12-05 13:20:00+00,27.01,81.8,1000.4,2.041,319.4,0.0,0.0,0
2024-12-05 13:30:00+00,26.94,83.0,1000.315,1.31,317.8,0.0,0.0,0
2024-12-05 13:40:00+00,26.82,83.4,1000.3,0.905,318.9,0.0,0.0,0
2024-12-05 13:50:00+00,26.76,83.6,1000.44,0.969,319.6,0.0,0.0,0
2024-12-05 14:00:00+00,26.75,83.5,1000.55,1.081,318.9,0.0,0.0,0
2024-12-05 14:10:00+00,26.78,83.2,1000.66,1.346,320.3,0.0,0.0,0
2024-12-05 14:20:00+00,26.77,82.9,1000.86,1.917,303.0,0.0,0.0,0
2024-12-05 14:30:00+00,26.74,82.5,1000.9,1.047,321.9,0.0,0.0,0
2024-12-05 14:40:00+00,26.66,82.8,1001.055,0.666,310.8,0.0,0.0,0
2024-12-05 14:50:00+00,26.58,83.4,1001.215,0.413,308.8,0.0,0.0,0
2024-12-05 15:00:00+00,26.58,82.8,1001.365,0.824,321.0,0.0,0.0,0
2024-12-05 15:10:00+00,26.64,82.8,1001.4,0.519,327.9,0.0,0.0,0
2024-12-05 15:20:00+00,26.59,82.8,1001.35,0.862,327.7,0.0,0.0,0
2024-12-05 15:30:00+00,26.56,83.5,1001.195,0.661,328.5,0.0,0.0,0
2024-12-05 15:40:00+00,26.51,83.6,1001.045,0.895,322.4,0.0,0.0,0
2024-12-05 15:50:00+00,26.43,83.8,1000.875,1.222,320.7,0.0,0.0,0
2024-12-05 16:00:00+00,26.36,83.7,1000.78,0.733,323.2,0.0,0.0,0
2024-12-05 16:10:00+00,26.33,83.4,1000.8,1.147,320.2,0.0,0.0,0
2024-12-05 16:20:00+00,26.31,83.7,1000.875,0.931,323.8,0.0,0.0,0
2024-12-05 16:30:00+00,26.29,83.7,1000.98,1.394,329.1,0.0,0.0,0
2024-12-05 16:40:00+00,26.28,83.5,1001.0,1.405,329.0,0.0,0.0,0
2024-12-05 16:50:00+00,26.17,83.8,1000.915,1.559,322.9,0.0,0.0,0
2024-12-05 17:00:00+00,26.07,84.7,1000.795,0.798,321.9,0.0,0.0,0
2024-12-05 17:10:00+00,26.01,85.2,1000.7,1.112,326.2,0.0,0.0,0
2024-12-05 17:20:00+00,25.99,85.4,1000.61,0.921,324.7,0.0,0.0,0
2024-12-05 17:30:00+00,25.95,85.5,1000.525,0.786,328.7,0.0,0.0,0
2024-12-05 17:40:00+00,25.9,86.1,1000.5,0.535,319.3,0.0,0.0,0
2024-12-05 17:50:00+00,25.82,86.6,1000.455,0.26,327.8,0.0,0.0,0
2024-12-05 18:00:00+00,25.73,87.1,1000.37,0.195,330.0,0.0,0.0,0
2024-12-05 18:10:00+00,25.65,87.7,1000.3,0.094,329.3,0.0,0.0,0
2024-12-05 18:20:00+00,25.58,88.4,1000.3,0.268,333.9,0.0,0.0,0
2024-12-05 18:30:00+00,25.59,88.1,1000.28,0.586,326.9,0.0,0.0,0
2024-12-05 18:40:00+00,25.61,88.0,1000.15,0.487,320.5,0.0,0.0,0
2024-12-05 18:50:00+00,25.59,88.6,1000.025,0.449,320.8,0.0,0.0,0
2024-12-05 19:00:00+00,25.5,89.1,999.935,0.616,320.0,0.0,0.0,0
2024-12-05 19:10:00+00,25.5,89.1,999.7999,0.928,321.0,0.0,0.0,0
2024-12-05 19:20:00+00,25.48,89.1,999.75,1.035,319.0,0.0,0.0,0
2024-12-05 19:30:00+00,25.4,90.2,999.66,1.264,316.1,0.0,0.0,0
2024-12-05 19:40:00+00,25.24,91.6,999.5999,0.93,295.2,0.0,0.2,0
2024-12-05 19:50:00+00,25.03,93.2,999.59,1.088,284.5,0.0,0.2,0
2024-12-05 20:00:00+00,24.88,94.1,999.53,1.487,284.3,0.0,0.0,0
2024-12-05 20:10:00+00,24.8,94.5,999.59,1.078,279.9,0.0,0.0,0
2024-12-05 20:20:00+00,24.76,94.6,999.5,1.086,279.5,0.0,0.0,0
2024-12-05 20:30:00+00,24.71,94.7,999.5999,0.72,279.1,0.0,0.0,0
2024-12-05 20:40:00+00,24.69,94.9,999.5999,0.994,284.9,0.0,0.0,0
2024-12-05 20:50:00+00,24.62,94.8,999.5,1.293,280.3,0.0,0.2,0
2024-12-05 21:00:00+00,24.56,94.8,999.395,0.981,279.2,0.0,0.0,0
2024-12-05 21:10:00+00,24.51,94.9,999.2999,1.117,272.7,0.0,0.0,0
2024-12-05 21:20:00+00,24.47,95.1,999.3899,0.846,271.4,0.0,0.0,0
2024-12-05 21:30:00+00,24.48,95.3,999.4201,0.776,0.0,503.67882064665184,0.2,1
2024-12-05 21:40:00+00,24.45,95.5,999.535,0.642,0.0,889.4655347021269,0.0,1
2024-12-05 21:50:00+00,24.43,95.6,999.6649,0.947,284.0,0.0,0.0,0
2024-12-05 22:00:00+00,24.41,95.6,999.7,1.14,278.4,0.0,0.0,0
2024-12-05 22:10:00+00,24.4,95.5,999.7899,0.853,286.8,0.0,0.0,0
2024-12-05 22:20:00+00,24.41,95.4,999.9,1.277,284.9,0.0,0.0,0
2024-12-05 22:30:00+00,24.45,95.1,999.945,0.902,289.8,0.114,0.0,0
2024-12-05 22:40:00+00,24.46,95.0,1000.035,1.079,295.7,2.428,0.0,0
2024-12-05 22:50:00+00,24.51,95.0,1000.155,0.818,285.8,7.983,0.0,0
2024-12-05 23:00:00+00,24.52,95.2,1000.225,0.672,281.1,15.34,0.0,0
2024-12-05 23:10:00+00,24.56,95.0,1000.405,1.324,291.1,26.69,0.0,0
2024-12-05 23:20:00+00,24.66,94.4,1000.575,1.432,289.5,41.84,0.0,0
2024-12-05 23:30:00+00,24.77,93.8,1000.79,1.034,285.1,56.22,0.0,0
2024-12-05 23:40:00+00,24.9,93.4,1000.96,1.107,285.9,65.96,0.0,0
2024-12-05 23:50:00+00,25.03,93.2,1001.08,1.043,285.7,66.66,0.0,0
2024-12-06 00:00:00+00,25.12,92.7,1001.17,1.275,282.2,53.34,0.0,0
2024-12-06 00:10:00+00,25.19,91.8,1001.3,1.661,288.5,57.67,0.0,0
2024-12-06 00:20:00+00,25.29,91.1,1001.38,1.684,290.3,117.7,0.0,0
2024-12-06 00:30:00+00,25.43,90.2,1001.475,1.55,280.6,126.9,0.0,0
2024-12-06 00:40:00+00,25.59,90.0,1001.48,1.508,293.5,136.3,0.0,0
2024-12-06 00:50:00+00,25.64,88.8,1001.43,1.765,285.5,95.7,0.0,0
2024-12-06 01:00:00+00,25.66,88.8,1001.5,1.863,300.1,139.3,0.0,0
2024-12-06 01:10:00+00,25.77,88.4,1001.415,1.592,293.0,146.6,0.0,0
2024-12-06 01:20:00+00,25.87,88.3,1001.4,1.443,298.5,150.3,0.0,0
2024-12-06 01:30:00+00,26.01,88.5,1001.495,1.383,300.2,149.9,0.0,0
2024-12-06 01:40:00+00,26.06,87.6,1001.59,1.499,304.3,154.6,0.0,0
2024-12-06 01:50:00+00,26.14,87.7,1001.675,1.303,315.8,167.6,0.0,0
2024-12-06 02:00:00+00,26.23,86.9,1001.64,1.564,322.1,166.4,0.0,0
2024-12-06 02:10:00+00,26.33,86.8,1001.61,1.037,319.7,167.7,0.0,0
2024-12-06 02:20:00+00,26.45,86.2,1001.565,1.298,324.1,173.4,0.0,0
2024-12-06 02:30:00+00,26.61,86.3,1001.45,0.41,322.7,142.5,0.0,0
2024-12-06 02:40:00+00,26.69,85.3,1001.4,0.955,324.5,191.1,0.0,0
2024-12-06 02:50:00+00,26.87,84.7,1001.405,0.822,321.0,186.5,0.0,0
2024-12-06 03:00:00+00,27.09,84.8,1001.42,0.837,323.1,272.1,0.0,0
2024-12-06 03:10:00+00,27.31,83.0,1001.455,1.528,327.9,291.5,0.0,0
2024-12-06 03:20:00+00,27.44,81.9,1001.425,1.563,325.9,314.2,0.0,0
2024-12-06 03:30:00+00,27.59,81.5,1001.335,1.475,319.7,275.1,0.0,0
2024-12-06 03:40:00+00,27.74,80.9,1001.22,1.458,309.3,321.3,0.0,0
2024-12-06 03:50:00+00,27.96,80.3,1001.195,1.563,269.8,380.0,0.0,0
2024-12-06 04:00:00+00,28.32,80.4,1001.145,0.891,320.4,395.9,0.0,0
2024-12-06 04:10:00+00,28.57,78.59,1001.01,1.439,315.6,414.9,0.0,0
2024-12-06 04:20:00+00,28.66,78.69,1000.925,1.316,318.8,417.5,0.0,0
2024-12-06 04:30:00+00,28.6,79.56,1000.65,1.695,307.7,405.0,0.0,0
2024-12-06 04:40:00+00,28.43,81.0,1000.405,1.345,313.4,398.5,0.0,0
2024-12-06 04:50:00+00,28.25,81.5,1000.225,1.546,315.3,382.7,0.0,0
2024-12-06 05:00:00+00,28.11,81.7,1000.075,1.446,310.2,378.1,0.0,0
2024-12-06 05:10:00+00,27.98,81.2,999.935,1.277,311.9,366.3,0.0,0
2024-12-06 05:20:00+00,28.04,82.4,999.8699,0.73,318.6,332.6,0.0,0
2024-12-06 05:30:00+00,28.06,78.52,999.7899,0.763,313.8,313.1,0.0,0
2024-12-06 05:40:00+00,28.18,78.09,999.6899,0.878,313.6,296.7,0.0,0
2024-12-06 05:50:00+00,28.28,78.63,999.605,0.482,321.1,275.9,0.0,0
2024-12-06 06:00:00+00,28.4,78.29,999.4399,0.8,323.3,285.4,0.0,0
2024-12-06 06:10:00+00,36.32455851070938,77.64,999.3899,6.108452181693125,321.8,317.2,0.0,1
2024-12-06 06:20:00+00,28.43,76.97,999.315,0.773,316.8,297.8,0.2,0
2024-12-06 06:30:00+00,28.54,77.45,999.28,0.441,323.6,315.4,0.0,0
2024-12-06 06:40:00+00,28.71,75.99,999.175,0.781,324.6,320.0,0.0,0
2024-12-06 06:50:00+00,28.81,76.68,999.0599,0.745,313.5,293.1,0.0,0
2024-12-06 07:00:00+00,28.96,76.17,998.835,1.235,314.2,293.8,0.0,0
2024-12-06 07:10:00+00,28.98,75.46,998.615,1.396,302.3,290.3,0.0,0
2024-12-06 07:20:00+00,28.97,76.12,998.41,1.09,301.6,266.6,0.0,0
2024-12-06 07:30:00+00,29.08,75.35,998.285,0.862,314.6,234.6,0.0,0
2024-12-06 07:40:00+00,26.97,82.2,1001.0,0.935,314.9,5.583,0.0,0
2024-12-06 07:50:00+00,26.97,82.2,1001.0,0.935,314.9,5.583,0.0,0
